method,seed,round,round_theta_index,theta_per_round,parameter_id,t_lead,delta_T_thr,G_ext,Q_ratio,tau,delay_A,delay_N,score,best_so_far,penalty,final_status,failure_reason,termination_reason,emergency_arrived,emergency_teleport,background_teleported,signal_event_count,stage2_hold_count,stage3_preemption_count,surrogate_mean,surrogate_ci_low,surrogate_ci_high,acquisition,essi_acquisition,essi_1,essi_2,essi_3,essi_4,essi_5,essi_6,essi_max,essi_mean,essi_log_max,dominant_essi_subspace,spatial_activation_score
CMA-ES,20260607,28,1,6,cma_r28_001_tl8_dt53_ge28_qr23_tau87,8,53,28,0.23,0.87,91.92,91.73,91.90,90.54,0.00,PASS,,recovery_detected,True,False,0,1322,1,22,,,,,,,,,,,,,,,,
CMA-ES,20260607,28,2,6,cma_r28_002_tl5_dt42_ge36_qr24_tau87,5,42,36,0.24,0.87,164.92,89.38,158.05,90.54,0.00,PASS,,recovery_detected,True,False,0,1640,1,28,,,,,,,,,,,,,,,,
CMA-ES,20260607,28,3,6,cma_r28_003_tl0_dt47_ge30_qr32_tau89,0,47,30,0.32,0.89,142.92,86.86,137.82,90.54,0.00,PASS,,recovery_detected,True,False,0,1362,0,26,,,,,,,,,,,,,,,,
CMA-ES,20260607,28,4,6,cma_r28_004_tl18_dt34_ge33_qr21_tau86,18,34,33,0.21,0.86,91.92,87.90,91.55,90.54,0.00,PASS,,recovery_detected,True,False,0,1612,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,28,5,6,cma_r28_005_tl5_dt28_ge41_qr29_tau87,5,28,41,0.29,0.87,90.92,91.64,90.99,90.54,0.00,PASS,,recovery_detected,True,False,0,1680,1,17,,,,,,,,,,,,,,,,
CMA-ES,20260607,28,6,6,cma_r28_006_tl26_dt17_ge42_qr27_tau86,26,17,42,0.27,0.86,137.92,92.55,133.80,90.54,0.00,PASS,,recovery_detected,True,False,0,2472,1,18,,,,,,,,,,,,,,,,
CMA-ES,20260607,29,1,6,cma_r29_001_tl3_dt29_ge44_qr28_tau89,3,29,44,0.28,0.89,145.92,91.52,140.97,90.54,0.00,PASS,,recovery_detected,True,False,0,2455,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,29,2,6,cma_r29_002_tl1_dt23_ge41_qr35_tau88,1,23,41,0.35,0.88,146.92,76.89,140.55,90.54,0.00,PASS,,recovery_detected,True,False,0,2560,0,17,,,,,,,,,,,,,,,,
CMA-ES,20260607,29,3,6,cma_r29_003_tl3_dt30_ge30_qr36_tau88,3,30,30,0.36,0.88,145.92,83.52,140.25,90.54,0.00,PASS,,recovery_detected,True,False,0,1959,0,24,,,,,,,,,,,,,,,,
CMA-ES,20260607,29,4,6,cma_r29_004_tl9_dt39_ge38_qr22_tau86,9,39,38,0.22,0.86,115.92,91.17,113.67,90.54,0.00,PASS,,recovery_detected,True,False,0,1538,1,21,,,,,,,,,,,,,,,,
CMA-ES,20260607,29,5,6,cma_r29_005_tl14_dt34_ge37_qr18_tau85,14,34,37,0.18,0.85,114.92,90.95,112.74,90.54,0.00,PASS,,recovery_detected,True,False,0,1675,1,20,,,,,,,,,,,,,,,,
CMA-ES,20260607,29,6,6,cma_r29_006_tl3_dt29_ge39_qr28_tau89,3,29,39,0.28,0.89,145.92,91.55,140.98,90.54,0.00,PASS,,recovery_detected,True,False,0,2154,1,20,,,,,,,,,,,,,,,,
CMA-ES,20260607,30,1,6,cma_r30_001_tl13_dt37_ge35_qr22_tau86,13,37,35,0.22,0.86,91.92,89.76,91.72,90.54,0.00,PASS,,recovery_detected,True,False,0,1557,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,30,2,6,cma_r30_002_tl0_dt34_ge38_qr29_tau86,0,34,38,0.29,0.86,164.92,89.97,158.11,90.54,0.00,PASS,,recovery_detected,True,False,0,1927,1,22,,,,,,,,,,,,,,,,
CMA-ES,20260607,30,3,6,cma_r30_003_tl16_dt48_ge34_qr18_tau88,16,48,34,0.18,0.88,158.92,91.55,152.79,90.54,0.00,PASS,,recovery_detected,True,False,0,1432,1,27,,,,,,,,,,,,,,,,
CMA-ES,20260607,30,4,6,cma_r30_004_tl0_dt35_ge39_qr31_tau84,0,35,39,0.31,0.84,137.92,85.35,133.14,90.54,0.00,PASS,,recovery_detected,True,False,0,1882,0,21,,,,,,,,,,,,,,,,
CMA-ES,20260607,30,5,6,cma_r30_005_tl18_dt36_ge38_qr12_tau84,18,36,38,0.12,0.84,137.92,90.93,133.65,90.54,0.00,PASS,,recovery_detected,True,False,0,1827,1,21,,,,,,,,,,,,,,,,
CMA-ES,20260607,30,6,6,cma_r30_006_tl2_dt36_ge33_qr31_tau87,2,36,33,0.31,0.87,166.92,81.00,159.11,90.54,0.00,PASS,,recovery_detected,True,False,0,1690,0,28,,,,,,,,,,,,,,,,
CMA-ES,20260607,31,1,6,cma_r31_001_tl14_dt42_ge31_qr18_tau84,14,42,31,0.18,0.84,155.92,89.88,149.92,90.54,0.00,PASS,,recovery_detected,True,False,0,1517,1,27,,,,,,,,,,,,,,,,
CMA-ES,20260607,31,2,6,cma_r31_002_tl24_dt37_ge39_qr20_tau84,24,37,39,0.2,0.84,193.92,91.23,184.58,90.54,0.00,PASS,,recovery_detected,True,False,0,1643,1,26,,,,,,,,,,,,,,,,
CMA-ES,20260607,31,3,6,cma_r31_003_tl5_dt33_ge43_qr28_tau86,5,33,43,0.28,0.86,94.92,89.77,94.45,90.54,0.00,PASS,,recovery_detected,True,False,0,1555,1,17,,,,,,,,,,,,,,,,
CMA-ES,20260607,31,4,6,cma_r31_004_tl14_dt37_ge36_qr26_tau84,14,37,36,0.26,0.84,138.92,92.95,134.74,90.54,0.00,PASS,,recovery_detected,True,False,0,1834,1,24,,,,,,,,,,,,,,,,
CMA-ES,20260607,31,5,6,cma_r31_005_tl7_dt37_ge35_qr27_tau84,7,37,35,0.27,0.84,91.92,89.76,91.72,90.54,0.00,PASS,,recovery_detected,True,False,0,1557,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,31,6,6,cma_r31_006_tl13_dt49_ge32_qr21_tau85,13,49,32,0.21,0.85,181.92,90.90,173.64,90.54,0.00,PASS,,recovery_detected,True,False,0,1477,1,30,,,,,,,,,,,,,,,,
CMA-ES,20260607,32,1,6,cma_r32_001_tl4_dt41_ge38_qr28_tau88,4,41,38,0.28,0.88,164.92,91.87,158.28,90.54,0.00,PASS,,recovery_detected,True,False,0,1579,1,25,,,,,,,,,,,,,,,,
CMA-ES,20260607,32,2,6,cma_r32_002_tl17_dt38_ge39_qr20_tau83,17,38,39,0.2,0.83,216.92,90.46,205.42,90.54,0.00,PASS,,recovery_detected,True,False,0,1643,1,29,,,,,,,,,,,,,,,,
CMA-ES,20260607,32,3,6,cma_r32_003_tl1_dt35_ge35_qr26_tau85,1,35,35,0.26,0.85,91.92,89.27,91.68,90.54,0.00,PASS,,recovery_detected,True,False,0,1558,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,32,4,6,cma_r32_004_tl4_dt32_ge35_qr27_tau85,4,32,35,0.27,0.85,91.92,89.77,91.72,90.54,0.00,PASS,,recovery_detected,True,False,0,1572,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,32,5,6,cma_r32_005_tl0_dt44_ge34_qr29_tau87,0,44,34,0.29,0.87,165.92,97.40,159.69,90.54,0.00,PASS,,recovery_detected,True,False,0,1508,1,27,,,,,,,,,,,,,,,,
CMA-ES,20260607,32,6,6,cma_r32_006_tl0_dt43_ge41_qr28_tau87,0,43,41,0.28,0.87,169.92,99.17,163.49,90.54,0.00,PASS,,recovery_detected,True,False,0,1256,1,23,,,,,,,,,,,,,,,,
CMA-ES,20260607,33,1,6,cma_r33_001_tl1_dt41_ge35_qr24_tau84,1,41,35,0.24,0.84,91.92,89.76,91.72,90.54,0.00,PASS,,recovery_detected,True,False,0,1542,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,33,2,6,cma_r33_002_tl0_dt31_ge35_qr34_tau87,0,31,35,0.34,0.87,139.92,84.86,134.91,90.54,0.00,PASS,,recovery_detected,True,False,0,1901,0,23,,,,,,,,,,,,,,,,
CMA-ES,20260607,33,3,6,cma_r33_003_tl3_dt33_ge37_qr28_tau85,3,33,37,0.28,0.85,163.92,90.38,157.23,90.54,0.00,PASS,,recovery_detected,True,False,0,1954,1,22,,,,,,,,,,,,,,,,
CMA-ES,20260607,33,4,6,cma_r33_004_tl0_dt34_ge38_qr29_tau85,0,34,38,0.29,0.85,164.92,89.97,158.11,90.54,0.00,PASS,,recovery_detected,True,False,0,1927,1,22,,,,,,,,,,,,,,,,
CMA-ES,20260607,33,5,6,cma_r33_005_tl0_dt39_ge36_qr24_tau83,0,39,36,0.24,0.83,138.92,91.78,134.63,90.54,0.00,PASS,,recovery_detected,True,False,0,1936,1,25,,,,,,,,,,,,,,,,
CMA-ES,20260607,33,6,6,cma_r33_006_tl3_dt28_ge34_qr29_tau86,3,28,34,0.29,0.86,90.92,92.77,91.09,90.54,0.00,PASS,,recovery_detected,True,False,0,1698,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,34,1,6,cma_r34_001_tl0_dt29_ge34_qr27_tau87,0,29,34,0.27,0.87,145.92,90.15,140.85,90.54,0.00,PASS,,recovery_detected,True,False,0,2465,1,22,,,,,,,,,,,,,,,,
CMA-ES,20260607,34,2,6,cma_r34_002_tl4_dt24_ge36_qr28_tau86,4,24,36,0.28,0.86,145.92,84.98,140.38,90.54,0.00,PASS,,recovery_detected,True,False,0,2737,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,34,3,6,cma_r34_003_tl2_dt38_ge33_qr24_tau85,2,38,33,0.24,0.85,91.92,88.24,91.59,90.54,0.00,PASS,,recovery_detected,True,False,0,1584,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,34,4,6,cma_r34_004_tl1_dt33_ge33_qr28_tau85,1,33,33,0.28,0.85,91.92,87.90,91.55,90.54,0.00,PASS,,recovery_detected,True,False,0,1613,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,34,5,6,cma_r34_005_tl1_dt24_ge34_qr32_tau87,1,24,34,0.32,0.87,190.92,85.87,181.37,90.54,0.00,PASS,,recovery_detected,True,False,0,2703,0,24,,,,,,,,,,,,,,,,
CMA-ES,20260607,34,6,6,cma_r34_006_tl2_dt33_ge34_qr26_tau86,2,33,34,0.26,0.86,94.92,89.11,94.39,90.54,0.00,PASS,,recovery_detected,True,False,0,1620,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,35,1,6,cma_r35_001_tl8_dt33_ge36_qr27_tau84,8,33,36,0.27,0.84,114.92,93.02,112.93,90.54,0.00,PASS,,recovery_detected,True,False,0,1687,1,21,,,,,,,,,,,,,,,,
CMA-ES,20260607,35,2,6,cma_r35_002_tl1_dt33_ge31_qr27_tau85,1,33,31,0.27,0.85,138.92,91.85,134.64,90.54,0.00,PASS,,recovery_detected,True,False,0,2021,1,25,,,,,,,,,,,,,,,,
CMA-ES,20260607,35,3,6,cma_r35_003_tl6_dt37_ge32_qr23_tau86,6,37,32,0.23,0.86,114.92,87.74,112.45,90.54,0.00,PASS,,recovery_detected,True,False,0,1707,1,25,,,,,,,,,,,,,,,,
CMA-ES,20260607,35,4,6,cma_r35_004_tl1_dt29_ge36_qr29_tau86,1,29,36,0.29,0.86,145.92,88.80,140.73,90.54,0.00,PASS,,recovery_detected,True,False,0,2486,1,21,,,,,,,,,,,,,,,,
CMA-ES,20260607,35,5,6,cma_r35_005_tl0_dt36_ge31_qr28_tau87,0,36,31,0.28,0.87,137.92,92.34,133.78,90.54,0.00,PASS,,recovery_detected,True,False,0,2061,1,26,,,,,,,,,,,,,,,,
CMA-ES,20260607,35,6,6,cma_r35_006_tl0_dt40_ge32_qr18_tau85,0,40,32,0.18,0.85,127.92,89.74,124.45,90.54,0.00,PASS,,recovery_detected,True,False,0,1932,1,26,,,,,,,,,,,,,,,,
CMA-ES,20260607,36,1,6,cma_r36_001_tl1_dt42_ge33_qr24_tau85,1,42,33,0.24,0.85,93.92,92.52,93.79,90.54,0.00,PASS,,recovery_detected,True,False,0,1424,1,20,,,,,,,,,,,,,,,,
CMA-ES,20260607,36,2,6,cma_r36_002_tl3_dt35_ge35_qr24_tau87,3,35,35,0.24,0.87,91.92,89.27,91.68,90.54,0.00,PASS,,recovery_detected,True,False,0,1558,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,36,3,6,cma_r36_003_tl2_dt32_ge32_qr27_tau85,2,32,32,0.27,0.85,138.92,90.00,134.47,90.54,0.00,PASS,,recovery_detected,True,False,0,1967,1,23,,,,,,,,,,,,,,,,
CMA-ES,20260607,36,4,6,cma_r36_004_tl11_dt32_ge36_qr28_tau85,11,32,36,0.28,0.85,114.92,92.63,112.89,90.54,0.00,PASS,,recovery_detected,True,False,0,1711,1,21,,,,,,,,,,,,,,,,
CMA-ES,20260607,36,5,6,cma_r36_005_tl3_dt34_ge33_qr28_tau86,3,34,33,0.28,0.86,91.92,87.90,91.55,90.54,0.00,PASS,,recovery_detected,True,False,0,1612,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,36,6,6,cma_r36_006_tl1_dt36_ge35_qr24_tau85,1,36,35,0.24,0.85,91.92,89.27,91.68,90.54,0.00,PASS,,recovery_detected,True,False,0,1559,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,37,1,6,cma_r37_001_tl2_dt38_ge31_qr24_tau86,2,38,31,0.24,0.86,137.92,91.26,133.68,90.54,0.00,PASS,,recovery_detected,True,False,0,2006,1,26,,,,,,,,,,,,,,,,
CMA-ES,20260607,37,2,6,cma_r37_002_tl9_dt35_ge35_qr24_tau85,9,35,35,0.24,0.85,91.92,89.27,91.68,90.54,0.00,PASS,,recovery_detected,True,False,0,1558,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,37,3,6,cma_r37_003_tl2_dt34_ge35_qr28_tau86,2,34,35,0.28,0.86,91.92,89.77,91.72,90.54,0.00,PASS,,recovery_detected,True,False,0,1566,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,37,4,6,cma_r37_004_tl0_dt36_ge34_qr29_tau86,0,36,34,0.29,0.86,92.92,89.32,92.59,90.54,0.00,PASS,,recovery_detected,True,False,0,1609,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,37,5,6,cma_r37_005_tl5_dt37_ge33_qr25_tau86,5,37,33,0.25,0.86,91.92,88.24,91.59,90.54,0.00,PASS,,recovery_detected,True,False,0,1598,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,37,6,6,cma_r37_006_tl0_dt37_ge32_qr26_tau86,0,37,32,0.26,0.86,114.92,87.75,112.45,90.54,0.00,PASS,,recovery_detected,True,False,0,1892,1,26,,,,,,,,,,,,,,,,
CMA-ES,20260607,38,1,6,cma_r38_001_tl3_dt40_ge33_qr25_tau85,3,40,33,0.25,0.85,94.92,91.38,94.60,90.54,0.00,PASS,,recovery_detected,True,False,0,1522,1,20,,,,,,,,,,,,,,,,
CMA-ES,20260607,38,2,6,cma_r38_002_tl10_dt33_ge36_qr22_tau85,10,33,36,0.22,0.85,114.92,93.02,112.93,90.54,0.00,PASS,,recovery_detected,True,False,0,1687,1,21,,,,,,,,,,,,,,,,
CMA-ES,20260607,38,3,6,cma_r38_003_tl8_dt40_ge33_qr25_tau86,8,40,33,0.25,0.86,94.92,91.38,94.60,90.54,0.00,PASS,,recovery_detected,True,False,0,1524,1,20,,,,,,,,,,,,,,,,
CMA-ES,20260607,38,4,6,cma_r38_004_tl9_dt36_ge34_qr27_tau86,9,36,34,0.27,0.86,92.92,89.32,92.59,90.54,0.00,PASS,,recovery_detected,True,False,0,1611,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,38,5,6,cma_r38_005_tl3_dt35_ge34_qr26_tau85,3,35,34,0.26,0.85,92.92,89.32,92.59,90.54,0.00,PASS,,recovery_detected,True,False,0,1613,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,38,6,6,cma_r38_006_tl2_dt35_ge34_qr29_tau86,2,35,34,0.29,0.86,92.92,89.32,92.59,90.54,0.00,PASS,,recovery_detected,True,False,0,1613,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,39,1,6,cma_r39_001_tl9_dt34_ge34_qr27_tau86,9,34,34,0.27,0.86,92.92,89.32,92.59,90.54,0.00,PASS,,recovery_detected,True,False,0,1615,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,39,2,6,cma_r39_002_tl4_dt34_ge34_qr30_tau86,4,34,34,0.3,0.86,92.92,89.32,92.59,90.54,0.00,PASS,,recovery_detected,True,False,0,1615,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,39,3,6,cma_r39_003_tl8_dt34_ge35_qr23_tau86,8,34,35,0.23,0.86,91.92,89.77,91.72,90.54,0.00,PASS,,recovery_detected,True,False,0,1566,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,39,4,6,cma_r39_004_tl11_dt36_ge34_qr24_tau85,11,36,34,0.24,0.85,92.92,89.32,92.59,90.54,0.00,PASS,,recovery_detected,True,False,0,1611,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,39,5,6,cma_r39_005_tl2_dt34_ge34_qr30_tau86,2,34,34,0.3,0.86,92.92,89.32,92.59,90.54,0.00,PASS,,recovery_detected,True,False,0,1615,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,39,6,6,cma_r39_006_tl8_dt32_ge35_qr25_tau86,8,32,35,0.25,0.86,91.92,89.77,91.72,90.54,0.00,PASS,,recovery_detected,True,False,0,1572,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,40,1,6,cma_r40_001_tl4_dt34_ge36_qr28_tau86,4,34,36,0.28,0.86,95.92,89.08,95.30,90.54,0.00,PASS,,recovery_detected,True,False,0,1578,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,40,2,6,cma_r40_002_tl15_dt36_ge33_qr22_tau85,15,36,33,0.22,0.85,91.92,88.09,91.57,90.54,0.00,PASS,,recovery_detected,True,False,0,1603,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,40,3,6,cma_r40_003_tl15_dt35_ge35_qr22_tau86,15,35,35,0.22,0.86,91.92,89.27,91.68,90.54,0.00,PASS,,recovery_detected,True,False,0,1558,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,40,4,6,cma_r40_004_tl12_dt35_ge34_qr23_tau84,12,35,34,0.23,0.84,92.92,89.32,92.59,90.54,0.00,PASS,,recovery_detected,True,False,0,1613,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,40,5,6,cma_r40_005_tl6_dt36_ge34_qr24_tau86,6,36,34,0.24,0.86,92.92,89.32,92.59,90.54,0.00,PASS,,recovery_detected,True,False,0,1611,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,40,6,6,cma_r40_006_tl5_dt34_ge35_qr25_tau86,5,34,35,0.25,0.86,91.92,89.77,91.72,90.54,0.00,PASS,,recovery_detected,True,False,0,1566,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,41,1,6,cma_r41_001_tl13_dt38_ge33_qr23_tau85,13,38,33,0.23,0.85,94.92,91.35,94.60,90.54,0.00,PASS,,recovery_detected,True,False,0,1541,1,20,,,,,,,,,,,,,,,,
CMA-ES,20260607,41,2,6,cma_r41_002_tl19_dt39_ge33_qr19_tau84,19,39,33,0.19,0.84,94.92,91.38,94.60,90.54,0.00,PASS,,recovery_detected,True,False,0,1525,1,20,,,,,,,,,,,,,,,,
CMA-ES,20260607,41,3,6,cma_r41_003_tl21_dt38_ge31_qr23_tau85,21,38,31,0.23,0.85,112.92,92.08,111.03,90.54,0.00,PASS,,recovery_detected,True,False,0,1624,1,27,,,,,,,,,,,,,,,,
CMA-ES,20260607,41,4,6,cma_r41_004_tl11_dt39_ge33_qr21_tau86,11,39,33,0.21,0.86,94.92,91.38,94.60,90.54,0.00,PASS,,recovery_detected,True,False,0,1525,1,20,,,,,,,,,,,,,,,,
CMA-ES,20260607,41,5,6,cma_r41_005_tl21_dt36_ge34_qr22_tau84,21,36,34,0.22,0.84,92.92,89.32,92.59,90.54,0.00,PASS,,recovery_detected,True,False,0,1611,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,41,6,6,cma_r41_006_tl22_dt36_ge34_qr18_tau84,22,36,34,0.18,0.84,92.92,89.32,92.59,90.54,0.00,PASS,,recovery_detected,True,False,0,1611,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,42,1,6,cma_r42_001_tl13_dt39_ge32_qr17_tau83,13,39,32,0.17,0.83,119.92,93.46,117.51,90.54,0.00,PASS,,recovery_detected,True,False,0,1627,1,27,,,,,,,,,,,,,,,,
CMA-ES,20260607,42,2,6,cma_r42_002_tl22_dt38_ge34_qr19_tau84,22,38,34,0.19,0.84,92.92,89.24,92.59,90.54,0.00,PASS,,recovery_detected,True,False,0,1570,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,42,3,6,cma_r42_003_tl17_dt35_ge34_qr24_tau84,17,35,34,0.24,0.84,92.92,89.32,92.59,90.54,0.00,PASS,,recovery_detected,True,False,0,1613,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,42,4,6,cma_r42_004_tl17_dt37_ge33_qr27_tau85,17,37,33,0.27,0.85,91.92,88.24,91.59,90.54,0.00,PASS,,recovery_detected,True,False,0,1598,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,42,5,6,cma_r42_005_tl28_dt40_ge34_qr15_tau83,28,40,34,0.15,0.83,127.92,99.26,125.31,90.54,0.00,PASS,,recovery_detected,True,False,0,1548,1,27,,,,,,,,,,,,,,,,
CMA-ES,20260607,42,6,6,cma_r42_006_tl24_dt43_ge34_qr18_tau83,24,43,34,0.18,0.83,94.92,91.63,94.62,90.54,0.00,PASS,,recovery_detected,True,False,0,1350,1,21,,,,,,,,,,,,,,,,
CMA-ES,20260607,43,1,6,cma_r43_001_tl10_dt36_ge33_qr28_tau84,10,36,33,0.28,0.84,91.92,88.09,91.57,90.54,0.00,PASS,,recovery_detected,True,False,0,1603,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,43,2,6,cma_r43_002_tl24_dt40_ge35_qr22_tau84,24,40,35,0.22,0.84,92.92,92.97,92.92,90.54,0.00,PASS,,recovery_detected,True,False,0,1485,1,20,,,,,,,,,,,,,,,,
CMA-ES,20260607,43,3,6,cma_r43_003_tl29_dt39_ge32_qr24_tau83,29,39,32,0.24,0.83,182.92,95.38,174.96,90.54,0.00,PASS,,recovery_detected,True,False,0,1596,1,30,,,,,,,,,,,,,,,,
CMA-ES,20260607,43,4,6,cma_r43_004_tl11_dt37_ge34_qr30_tau85,11,37,34,0.3,0.85,114.92,92.27,112.86,90.54,0.00,PASS,,recovery_detected,True,False,0,1647,1,22,,,,,,,,,,,,,,,,
CMA-ES,20260607,43,5,6,cma_r43_005_tl15_dt40_ge32_qr26_tau85,15,40,32,0.26,0.85,110.92,93.40,109.33,90.54,0.00,PASS,,recovery_detected,True,False,0,1604,1,26,,,,,,,,,,,,,,,,
CMA-ES,20260607,43,6,6,cma_r43_006_tl13_dt34_ge34_qr29_tau85,13,34,34,0.29,0.85,92.92,89.32,92.59,90.54,0.00,PASS,,recovery_detected,True,False,0,1615,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,44,1,6,cma_r44_001_tl20_dt34_ge34_qr28_tau84,20,34,34,0.28,0.84,92.92,89.32,92.59,90.54,0.00,PASS,,recovery_detected,True,False,0,1615,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,44,2,6,cma_r44_002_tl15_dt35_ge34_qr27_tau85,15,35,34,0.27,0.85,92.92,89.32,92.59,90.54,0.00,PASS,,recovery_detected,True,False,0,1613,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,44,3,6,cma_r44_003_tl13_dt39_ge32_qr27_tau85,13,39,32,0.27,0.85,119.92,93.46,117.51,90.54,0.00,PASS,,recovery_detected,True,False,0,1627,1,27,,,,,,,,,,,,,,,,
CMA-ES,20260607,44,4,6,cma_r44_004_tl10_dt41_ge31_qr29_tau84,10,41,31,0.29,0.84,155.92,89.89,149.92,90.54,0.00,PASS,,recovery_detected,True,False,0,1531,1,26,,,,,,,,,,,,,,,,
CMA-ES,20260607,44,5,6,cma_r44_005_tl1_dt37_ge32_qr31_tau84,1,37,32,0.31,0.84,157.92,82.78,151.09,90.54,0.00,PASS,,recovery_detected,True,False,0,1821,0,26,,,,,,,,,,,,,,,,
CMA-ES,20260607,44,6,6,cma_r44_006_tl20_dt34_ge34_qr27_tau85,20,34,34,0.27,0.85,92.92,89.32,92.59,90.54,0.00,PASS,,recovery_detected,True,False,0,1615,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,45,1,6,cma_r45_001_tl12_dt35_ge34_qr30_tau85,12,35,34,0.3,0.85,92.92,89.32,92.59,90.54,0.00,PASS,,recovery_detected,True,False,0,1613,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,45,2,6,cma_r45_002_tl24_dt36_ge35_qr26_tau84,24,36,35,0.26,0.84,91.92,89.27,91.68,90.54,0.00,PASS,,recovery_detected,True,False,0,1559,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,45,3,6,cma_r45_003_tl22_dt34_ge33_qr24_tau84,22,34,33,0.24,0.84,91.92,87.90,91.55,90.54,0.00,PASS,,recovery_detected,True,False,0,1612,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,45,4,6,cma_r45_004_tl14_dt35_ge33_qr27_tau84,14,35,33,0.27,0.84,91.92,87.90,91.55,90.54,0.00,PASS,,recovery_detected,True,False,0,1611,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,45,5,6,cma_r45_005_tl23_dt41_ge34_qr23_tau84,23,41,34,0.23,0.84,94.92,91.63,94.62,90.54,0.00,PASS,,recovery_detected,True,False,0,1373,1,21,,,,,,,,,,,,,,,,
CMA-ES,20260607,45,6,6,cma_r45_006_tl15_dt32_ge34_qr29_tau85,15,32,34,0.29,0.85,93.92,89.03,93.48,90.54,0.00,PASS,,recovery_detected,True,False,0,1613,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,46,1,6,cma_r46_001_tl21_dt32_ge33_qr24_tau84,21,32,33,0.24,0.84,138.92,89.20,134.40,90.54,0.00,PASS,,recovery_detected,True,False,0,1976,1,22,,,,,,,,,,,,,,,,
CMA-ES,20260607,46,2,6,cma_r46_002_tl17_dt33_ge33_qr22_tau85,17,33,33,0.22,0.85,91.92,87.90,91.55,90.54,0.00,PASS,,recovery_detected,True,False,0,1613,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,46,3,6,cma_r46_003_tl16_dt34_ge34_qr29_tau85,16,34,34,0.29,0.85,92.92,89.32,92.59,90.54,0.00,PASS,,recovery_detected,True,False,0,1615,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,46,4,6,cma_r46_004_tl17_dt33_ge31_qr23_tau85,17,33,31,0.23,0.85,138.92,93.94,134.83,90.54,0.00,PASS,,recovery_detected,True,False,0,1893,1,25,,,,,,,,,,,,,,,,
CMA-ES,20260607,46,5,6,cma_r46_005_tl19_dt34_ge32_qr28_tau83,19,34,32,0.28,0.83,138.92,88.95,134.38,90.54,0.00,PASS,,recovery_detected,True,False,0,1898,1,24,,,,,,,,,,,,,,,,
CMA-ES,20260607,46,6,6,cma_r46_006_tl18_dt33_ge31_qr28_tau84,18,33,31,0.28,0.84,138.92,93.94,134.83,90.54,0.00,PASS,,recovery_detected,True,False,0,1893,1,25,,,,,,,,,,,,,,,,
