input_method,input_seed,input_round,input_parameter_id,input_t_lead,input_delta_T_thr,input_G_ext,input_Q_ratio,input_tau,output_delay_A_sec,output_delay_N_sec,weight_A,weight_N,weight_ratio,score,measured_T_free_EMV_sec,measured_T_actual_EMV_sec,measured_d_EMV_sec,measured_d_veh_sec,measured_general_mean_travel_time_sec,stage2_on_count,stage3_on_count
CMA-ES,20260607,15,cma_r15_006_tl72_dt15_ge50_qr15_tau84,72,15,50,0.15,0.84,137.92,83.00,10.00,1.00,10:1,132.93,219.08016,357.0,137.91984,82.998989,142.179567,1,18
CMA-ES,20260607,16,cma_r16_001_tl45_dt71_ge50_qr0_tau82,45,71,50,0.0,0.82,172.92,82.03,10.00,1.00,10:1,164.66,219.08016,392.0,172.91984,82.026384,137.328446,1,27
CMA-ES,20260607,16,cma_r16_002_tl69_dt33_ge41_qr10_tau81,69,33,41,0.1,0.81,112.92,96.70,10.00,1.00,10:1,111.45,219.08016,332.0,112.91984,96.702524,152.38961,1,17
CMA-ES,20260607,16,cma_r16_003_tl58_dt9_ge43_qr13_tau84,58,9,43,0.13,0.84,145.92,82.38,10.00,1.00,10:1,140.14,219.08016,365.0,145.91984,82.379554,146.847095,1,17
CMA-ES,20260607,16,cma_r16_004_tl66_dt48_ge48_qr6_tau81,66,48,48,0.06,0.81,157.92,91.96,10.00,1.00,10:1,151.92,219.08016,377.0,157.91984,91.960866,139.686567,1,24
CMA-ES,20260607,16,cma_r16_005_tl43_dt23_ge44_qr17_tau85,43,23,44,0.17,0.85,166.92,84.01,10.00,1.00,10:1,159.38,219.08016,386.0,166.91984,84.006047,150.118497,1,20
CMA-ES,20260607,16,cma_r16_006_tl17_dt19_ge38_qr20_tau82,17,19,38,0.2,0.82,137.92,93.11,10.00,1.00,10:1,133.85,219.08016,357.0,137.91984,93.108546,159.380597,1,17
CMA-ES,20260607,17,cma_r17_001_tl46_dt45_ge37_qr26_tau83,46,45,37,0.26,0.83,144.92,89.38,10.00,1.00,10:1,139.87,219.08016,364.0,144.91984,89.379267,138.571848,1,24
CMA-ES,20260607,17,cma_r17_002_tl38_dt36_ge42_qr7_tau82,38,36,42,0.07,0.82,111.92,93.51,10.00,1.00,10:1,110.25,219.08016,331.0,111.91984,93.508648,151.791429,1,18
CMA-ES,20260607,17,cma_r17_003_tl74_dt13_ge32_qr20_tau85,74,13,32,0.2,0.85,158.92,85.95,10.00,1.00,10:1,152.29,219.08016,378.0,158.91984,85.954037,154.826705,1,17
CMA-ES,20260607,17,cma_r17_004_tl35_dt9_ge39_qr20_tau82,35,9,39,0.2,0.82,145.92,82.38,10.00,1.00,10:1,140.14,219.08016,365.0,145.91984,82.379554,146.847095,1,17
CMA-ES,20260607,17,cma_r17_005_tl32_dt23_ge33_qr17_tau83,32,23,33,0.17,0.83,143.92,82.88,10.00,1.00,10:1,138.37,219.08016,363.0,143.91984,82.879554,143.796923,1,19
CMA-ES,20260607,17,cma_r17_006_tl44_dt83_ge36_qr14_tau82,44,83,36,0.14,0.82,199.92,81.97,10.00,1.00,10:1,189.20,219.08016,419.0,199.91984,81.967809,144.185792,1,31
CMA-ES,20260607,18,cma_r18_001_tl39_dt30_ge42_qr16_tau81,39,30,42,0.16,0.81,94.92,87.54,10.00,1.00,10:1,94.25,219.08016,314.0,94.91984,87.537862,134.60678,1,17
CMA-ES,20260607,18,cma_r18_002_tl38_dt38_ge30_qr4_tau80,38,38,30,0.04,0.8,137.92,104.50,10.00,1.00,10:1,134.88,219.08016,357.0,137.91984,104.496483,148.53211,1,29
CMA-ES,20260607,18,cma_r18_003_tl12_dt16_ge32_qr32_tau83,12,16,32,0.32,0.83,144.92,79.73,10.00,1.00,10:1,138.99,219.08016,364.0,144.91984,79.732499,138.822785,0,18
CMA-ES,20260607,18,cma_r18_004_tl54_dt22_ge37_qr14_tau81,54,22,37,0.14,0.81,93.92,81.51,10.00,1.00,10:1,92.79,219.08016,313.0,93.91984,81.511526,145.532508,1,17
CMA-ES,20260607,18,cma_r18_005_tl24_dt21_ge50_qr7_tau88,24,21,50,0.07,0.88,138.92,84.58,10.00,1.00,10:1,133.98,219.08016,358.0,138.91984,84.576535,141.0,1,17
CMA-ES,20260607,18,cma_r18_006_tl36_dt27_ge35_qr27_tau82,36,27,35,0.27,0.82,94.92,81.63,10.00,1.00,10:1,93.71,219.08016,314.0,94.91984,81.631199,145.20303,1,18
CMA-ES,20260607,19,cma_r19_001_tl36_dt2_ge42_qr24_tau81,36,2,42,0.24,0.81,262.92,86.61,10.00,1.00,10:1,246.89,219.08016,482.0,262.91984,86.609794,166.25,1,17
CMA-ES,20260607,19,cma_r19_002_tl49_dt21_ge34_qr26_tau79,49,21,34,0.26,0.79,138.92,84.58,10.00,1.00,10:1,133.98,219.08016,358.0,138.91984,84.576535,141.0,1,17
CMA-ES,20260607,19,cma_r19_003_tl31_dt13_ge40_qr7_tau82,31,13,40,0.07,0.82,158.92,85.95,10.00,1.00,10:1,152.29,219.08016,378.0,158.91984,85.954037,154.826705,1,17
CMA-ES,20260607,19,cma_r19_004_tl59_dt11_ge39_qr13_tau80,59,11,39,0.13,0.8,146.92,81.48,10.00,1.00,10:1,140.97,219.08016,366.0,146.91984,81.483514,147.174041,1,17
CMA-ES,20260607,19,cma_r19_005_tl50_dt26_ge27_qr23_tau78,50,26,27,0.23,0.78,137.92,83.88,10.00,1.00,10:1,133.01,219.08016,357.0,137.91984,83.883464,149.459701,1,23
CMA-ES,20260607,19,cma_r19_006_tl26_dt32_ge37_qr20_tau85,26,32,37,0.2,0.85,114.92,96.11,10.00,1.00,10:1,113.21,219.08016,334.0,114.91984,96.108204,154.553957,1,20
CMA-ES,20260607,20,cma_r20_001_tl29_dt17_ge30_qr31_tau81,29,17,30,0.31,0.81,158.92,85.06,10.00,1.00,10:1,152.20,219.08016,378.0,158.91984,85.05552,151.618799,0,19
CMA-ES,20260607,20,cma_r20_002_tl27_dt43_ge28_qr23_tau84,27,43,28,0.23,0.84,145.92,89.67,10.00,1.00,10:1,140.81,219.08016,365.0,145.91984,89.67491,135.967359,1,28
CMA-ES,20260607,20,cma_r20_003_tl38_dt41_ge34_qr5_tau84,38,41,34,0.05,0.84,127.92,97.51,10.00,1.00,10:1,125.16,219.08016,347.0,127.91984,97.510524,153.412658,1,28
CMA-ES,20260607,20,cma_r20_004_tl27_dt37_ge31_qr12_tau81,27,37,31,0.12,0.81,137.92,90.24,10.00,1.00,10:1,133.59,219.08016,357.0,137.91984,90.240221,145.30814,1,25
CMA-ES,20260607,20,cma_r20_005_tl19_dt35_ge30_qr35_tau82,19,35,30,0.35,0.82,138.92,84.00,10.00,1.00,10:1,133.93,219.08016,358.0,138.91984,84.002032,143.474474,0,25
CMA-ES,20260607,20,cma_r20_006_tl20_dt25_ge22_qr42_tau85,20,25,22,0.42,0.85,157.92,77.50,10.00,1.00,10:1,150.61,219.08016,377.0,157.91984,77.502775,136.845455,0,27
CMA-ES,20260607,21,cma_r21_001_tl34_dt35_ge32_qr14_tau83,34,35,32,0.14,0.83,224.92,92.17,10.00,1.00,10:1,212.85,219.08016,444.0,224.91984,92.172125,149.541333,1,33
CMA-ES,20260607,21,cma_r21_002_tl10_dt32_ge37_qr21_tau85,10,32,37,0.21,0.85,114.92,96.11,10.00,1.00,10:1,113.21,219.08016,334.0,114.91984,96.108204,154.553957,1,20
CMA-ES,20260607,21,cma_r21_003_tl1_dt36_ge30_qr26_tau85,1,36,30,0.26,0.85,92.92,88.13,10.00,1.00,10:1,92.48,219.08016,312.0,92.91984,88.132106,143.830816,1,20
CMA-ES,20260607,21,cma_r21_004_tl37_dt52_ge35_qr15_tau82,37,52,35,0.15,0.82,166.92,88.22,10.00,1.00,10:1,159.77,219.08016,386.0,166.91984,88.220919,138.16568,1,29
CMA-ES,20260607,21,cma_r21_005_tl22_dt36_ge34_qr22_tau83,22,36,34,0.22,0.83,92.92,89.32,10.00,1.00,10:1,92.59,219.08016,312.0,92.91984,89.316037,144.118902,1,19
CMA-ES,20260607,21,cma_r21_006_tl26_dt42_ge26_qr12_tau80,26,42,26,0.12,0.8,108.92,89.09,10.00,1.00,10:1,107.12,219.08016,328.0,108.91984,89.090357,135.484642,1,27
CMA-ES,20260607,22,cma_r22_001_tl3_dt32_ge30_qr28_tau86,3,32,30,0.28,0.86,94.92,88.26,10.00,1.00,10:1,94.31,219.08016,314.0,94.91984,88.261639,145.303303,1,20
CMA-ES,20260607,22,cma_r22_002_tl8_dt35_ge23_qr29_tau84,8,35,23,0.29,0.84,144.92,88.12,10.00,1.00,10:1,139.76,219.08016,364.0,144.91984,88.119407,145.714715,1,29
CMA-ES,20260607,22,cma_r22_003_tl7_dt24_ge38_qr26_tau86,7,24,38,0.26,0.86,165.92,83.46,10.00,1.00,10:1,158.42,219.08016,385.0,165.91984,83.457374,148.546512,1,20
CMA-ES,20260607,22,cma_r22_004_tl11_dt36_ge33_qr26_tau86,11,36,33,0.26,0.86,91.92,88.09,10.00,1.00,10:1,91.57,219.08016,311.0,91.91984,88.093733,135.179054,1,19
CMA-ES,20260607,22,cma_r22_005_tl35_dt28_ge29_qr26_tau84,35,28,29,0.26,0.84,94.92,90.10,10.00,1.00,10:1,94.48,219.08016,314.0,94.91984,90.099129,147.530997,1,19
CMA-ES,20260607,22,cma_r22_006_tl10_dt30_ge25_qr34_tau84,10,30,25,0.34,0.84,144.92,84.09,10.00,1.00,10:1,139.39,219.08016,364.0,144.91984,84.089732,148.073529,0,27
CMA-ES,20260607,23,cma_r23_001_tl49_dt31_ge40_qr12_tau85,49,31,40,0.12,0.85,137.92,92.66,10.00,1.00,10:1,133.81,219.08016,357.0,137.91984,92.66401,144.786982,1,19
CMA-ES,20260607,23,cma_r23_002_tl14_dt38_ge30_qr24_tau89,14,38,30,0.24,0.89,108.92,91.85,10.00,1.00,10:1,107.37,219.08016,328.0,108.91984,91.846108,137.12012,1,27
CMA-ES,20260607,23,cma_r23_003_tl45_dt18_ge29_qr20_tau81,45,18,29,0.2,0.81,144.92,91.02,10.00,1.00,10:1,140.02,219.08016,364.0,144.91984,91.020925,150.689655,1,19
CMA-ES,20260607,23,cma_r23_004_tl55_dt24_ge37_qr3_tau81,55,24,37,0.03,0.81,144.92,83.38,10.00,1.00,10:1,139.33,219.08016,364.0,144.91984,83.37715,143.67378,1,19
CMA-ES,20260607,23,cma_r23_005_tl11_dt46_ge30_qr25_tau89,11,46,30,0.25,0.89,163.92,86.92,10.00,1.00,10:1,156.92,219.08016,383.0,163.91984,86.922054,135.20059,1,30
CMA-ES,20260607,23,cma_r23_006_tl21_dt39_ge33_qr19_tau85,21,39,33,0.19,0.85,94.92,91.38,10.00,1.00,10:1,94.60,219.08016,314.0,94.91984,91.37841,137.076453,1,20
CMA-ES,20260607,24,cma_r24_001_tl26_dt33_ge38_qr10_tau83,26,33,38,0.1,0.83,115.92,103.93,10.00,1.00,10:1,114.83,219.08016,335.0,115.91984,103.930054,180.313346,1,20
CMA-ES,20260607,24,cma_r24_002_tl40_dt38_ge38_qr15_tau87,40,38,38,0.15,0.87,136.92,98.97,10.00,1.00,10:1,133.47,219.08016,356.0,136.91984,98.970315,156.113839,1,24
CMA-ES,20260607,24,cma_r24_003_tl8_dt41_ge37_qr22_tau87,8,41,37,0.22,0.87,127.92,96.94,10.00,1.00,10:1,125.10,219.08016,347.0,127.91984,96.943617,152.621762,1,23
CMA-ES,20260607,24,cma_r24_004_tl23_dt57_ge29_qr14_tau86,23,57,29,0.14,0.86,90.92,86.78,10.00,1.00,10:1,90.54,219.08016,310.0,90.91984,86.777213,137.324324,1,25
CMA-ES,20260607,24,cma_r24_005_tl38_dt29_ge28_qr30_tau86,38,29,28,0.3,0.86,145.92,88.39,10.00,1.00,10:1,140.69,219.08016,365.0,145.91984,88.394876,141.734568,1,24
CMA-ES,20260607,24,cma_r24_006_tl1_dt31_ge32_qr34_tau87,1,31,32,0.34,0.87,139.92,85.29,10.00,1.00,10:1,134.95,219.08016,359.0,139.91984,85.292558,151.789873,0,24
CMA-ES,20260607,25,cma_r25_001_tl26_dt41_ge37_qr15_tau86,26,41,37,0.15,0.86,127.92,96.94,10.00,1.00,10:1,125.10,219.08016,347.0,127.91984,96.943617,152.621762,1,23
CMA-ES,20260607,25,cma_r25_002_tl17_dt52_ge39_qr7_tau87,17,52,39,0.07,0.87,159.92,92.59,10.00,1.00,10:1,153.80,219.08016,379.0,159.91984,92.586224,139.538922,1,25
CMA-ES,20260607,25,cma_r25_003_tl29_dt40_ge33_qr13_tau84,29,40,33,0.13,0.84,185.92,95.59,10.00,1.00,10:1,177.71,219.08016,405.0,185.91984,95.58593,140.624642,1,30
CMA-ES,20260607,25,cma_r25_004_tl7_dt49_ge35_qr18_tau85,7,49,35,0.18,0.85,159.92,91.85,10.00,1.00,10:1,153.73,219.08016,379.0,159.91984,91.847072,137.721068,1,27
CMA-ES,20260607,25,cma_r25_005_tl16_dt41_ge37_qr12_tau83,16,41,37,0.12,0.83,127.92,96.94,10.00,1.00,10:1,125.10,219.08016,347.0,127.91984,96.943617,152.621762,1,23
CMA-ES,20260607,25,cma_r25_006_tl29_dt33_ge35_qr25_tau86,29,33,35,0.25,0.86,91.92,89.77,10.00,1.00,10:1,91.72,219.08016,311.0,91.91984,89.767017,144.583082,1,19
CMA-ES,20260607,26,cma_r26_001_tl28_dt30_ge34_qr28_tau87,28,30,34,0.28,0.87,94.92,87.48,10.00,1.00,10:1,94.24,219.08016,314.0,94.91984,87.479038,134.715254,1,19
CMA-ES,20260607,26,cma_r26_002_tl5_dt36_ge35_qr27_tau90,5,36,35,0.27,0.9,91.92,89.27,10.00,1.00,10:1,91.68,219.08016,311.0,91.91984,89.272186,135.023569,1,19
CMA-ES,20260607,26,cma_r26_003_tl34_dt42_ge37_qr14_tau86,34,42,37,0.14,0.86,187.92,99.03,10.00,1.00,10:1,179.84,219.08016,407.0,187.91984,99.034268,155.658879,1,28
CMA-ES,20260607,26,cma_r26_004_tl38_dt29_ge38_qr28_tau88,38,29,38,0.28,0.88,145.92,90.16,10.00,1.00,10:1,140.85,219.08016,365.0,145.91984,90.16065,146.093373,1,20
CMA-ES,20260607,26,cma_r26_005_tl30_dt32_ge36_qr33_tau86,30,32,36,0.33,0.86,158.92,82.83,10.00,1.00,10:1,152.00,219.08016,378.0,158.91984,82.830803,140.685294,0,23
CMA-ES,20260607,26,cma_r26_006_tl22_dt35_ge32_qr23_tau85,22,35,32,0.23,0.85,137.92,88.74,10.00,1.00,10:1,133.45,219.08016,357.0,137.91984,88.73709,141.817308,1,25
CMA-ES,20260607,27,cma_r27_001_tl7_dt29_ge40_qr45_tau90,7,29,40,0.45,0.9,111.92,81.79,10.00,1.00,10:1,109.18,219.08016,331.0,111.91984,81.793989,142.363636,0,19
CMA-ES,20260607,27,cma_r27_002_tl26_dt28_ge29_qr32_tau86,26,28,29,0.32,0.86,145.92,84.50,10.00,1.00,10:1,140.34,219.08016,365.0,145.91984,84.500255,150.718016,0,22
CMA-ES,20260607,27,cma_r27_003_tl10_dt35_ge39_qr24_tau90,10,35,39,0.24,0.9,114.92,91.23,10.00,1.00,10:1,112.77,219.08016,334.0,114.91984,91.228938,144.302326,1,20
CMA-ES,20260607,27,cma_r27_004_tl15_dt44_ge33_qr7_tau86,15,44,33,0.07,0.86,159.92,90.65,10.00,1.00,10:1,153.62,219.08016,379.0,159.91984,90.646665,136.238806,1,28
CMA-ES,20260607,27,cma_r27_005_tl12_dt43_ge36_qr26_tau88,12,43,36,0.26,0.88,96.92,92.47,10.00,1.00,10:1,96.52,219.08016,316.0,96.91984,92.467355,137.118033,1,21
CMA-ES,20260607,27,cma_r27_006_tl14_dt32_ge35_qr27_tau87,14,32,35,0.27,0.87,91.92,89.77,10.00,1.00,10:1,91.72,219.08016,311.0,91.91984,89.767017,144.583082,1,19
CMA-ES,20260607,28,cma_r28_001_tl8_dt53_ge28_qr23_tau87,8,53,28,0.23,0.87,91.92,91.73,10.00,1.00,10:1,91.90,219.08016,311.0,91.91984,91.733254,136.185629,1,22
CMA-ES,20260607,28,cma_r28_002_tl5_dt42_ge36_qr24_tau87,5,42,36,0.24,0.87,164.92,89.38,10.00,1.00,10:1,158.05,219.08016,384.0,164.91984,89.378574,143.964392,1,28
CMA-ES,20260607,28,cma_r28_003_tl0_dt47_ge30_qr32_tau89,0,47,30,0.32,0.89,142.92,86.86,10.00,1.00,10:1,137.82,219.08016,362.0,142.91984,86.860925,135.565495,0,26
CMA-ES,20260607,28,cma_r28_004_tl18_dt34_ge33_qr21_tau86,18,34,33,0.21,0.86,91.92,87.90,10.00,1.00,10:1,91.55,219.08016,311.0,91.91984,87.896633,144.667674,1,19
CMA-ES,20260607,28,cma_r28_005_tl5_dt28_ge41_qr29_tau87,5,28,41,0.29,0.87,90.92,91.64,10.00,1.00,10:1,90.99,219.08016,310.0,90.91984,91.637734,153.379581,1,17
CMA-ES,20260607,28,cma_r28_006_tl26_dt17_ge42_qr27_tau86,26,17,42,0.27,0.86,137.92,92.55,10.00,1.00,10:1,133.80,219.08016,357.0,137.91984,92.549743,149.27957,1,18
CMA-ES,20260607,29,cma_r29_001_tl3_dt29_ge44_qr28_tau89,3,29,44,0.28,0.89,145.92,91.52,10.00,1.00,10:1,140.97,219.08016,365.0,145.91984,91.523843,145.253086,1,19
CMA-ES,20260607,29,cma_r29_002_tl1_dt23_ge41_qr35_tau88,1,23,41,0.35,0.88,146.92,76.89,10.00,1.00,10:1,140.55,219.08016,366.0,146.91984,76.890911,135.034375,0,17
CMA-ES,20260607,29,cma_r29_003_tl3_dt30_ge30_qr36_tau88,3,30,30,0.36,0.88,145.92,83.52,10.00,1.00,10:1,140.25,219.08016,365.0,145.91984,83.524732,143.233645,0,24
CMA-ES,20260607,29,cma_r29_004_tl9_dt39_ge38_qr22_tau86,9,39,38,0.22,0.86,115.92,91.17,10.00,1.00,10:1,113.67,219.08016,335.0,115.91984,91.169495,144.873199,1,21
CMA-ES,20260607,29,cma_r29_005_tl14_dt34_ge37_qr18_tau85,14,34,37,0.18,0.85,114.92,90.95,10.00,1.00,10:1,112.74,219.08016,334.0,114.91984,90.946971,145.132743,1,20
CMA-ES,20260607,29,cma_r29_006_tl3_dt29_ge39_qr28_tau89,3,29,39,0.28,0.89,145.92,91.55,10.00,1.00,10:1,140.98,219.08016,365.0,145.91984,91.552415,143.863492,1,20
CMA-ES,20260607,30,cma_r30_001_tl13_dt37_ge35_qr22_tau86,13,37,35,0.22,0.86,91.92,89.76,10.00,1.00,10:1,91.72,219.08016,311.0,91.91984,89.757214,144.054711,1,19
CMA-ES,20260607,30,cma_r30_002_tl0_dt34_ge38_qr29_tau86,0,34,38,0.29,0.86,164.92,89.97,10.00,1.00,10:1,158.11,219.08016,384.0,164.91984,89.969483,145.636095,1,22
CMA-ES,20260607,30,cma_r30_003_tl16_dt48_ge34_qr18_tau88,16,48,34,0.18,0.88,158.92,91.55,10.00,1.00,10:1,152.79,219.08016,378.0,158.91984,91.546095,138.338542,1,27
CMA-ES,20260607,30,cma_r30_004_tl0_dt35_ge39_qr31_tau84,0,35,39,0.31,0.84,137.92,85.35,10.00,1.00,10:1,133.14,219.08016,357.0,137.91984,85.346855,136.551948,0,21
CMA-ES,20260607,30,cma_r30_005_tl18_dt36_ge38_qr12_tau84,18,36,38,0.12,0.84,137.92,90.93,10.00,1.00,10:1,133.65,219.08016,357.0,137.91984,90.933119,143.775449,1,21
CMA-ES,20260607,30,cma_r30_006_tl2_dt36_ge33_qr31_tau87,2,36,33,0.31,0.87,166.92,81.00,10.00,1.00,10:1,159.11,219.08016,386.0,166.91984,80.998704,146.084615,0,28
CMA-ES,20260607,31,cma_r31_001_tl14_dt42_ge31_qr18_tau84,14,42,31,0.18,0.84,155.92,89.88,10.00,1.00,10:1,149.92,219.08016,375.0,155.91984,89.883384,136.251479,1,27
CMA-ES,20260607,31,cma_r31_002_tl24_dt37_ge39_qr20_tau84,24,37,39,0.2,0.84,193.92,91.23,10.00,1.00,10:1,184.58,219.08016,413.0,193.91984,91.234201,152.336735,1,26
CMA-ES,20260607,31,cma_r31_003_tl5_dt33_ge43_qr28_tau86,5,33,43,0.28,0.86,94.92,89.77,10.00,1.00,10:1,94.45,219.08016,314.0,94.91984,89.7664,146.077844,1,17
CMA-ES,20260607,31,cma_r31_004_tl14_dt37_ge36_qr26_tau84,14,37,36,0.26,0.84,138.92,92.95,10.00,1.00,10:1,134.74,219.08016,358.0,138.91984,92.953292,141.830065,1,24
CMA-ES,20260607,31,cma_r31_005_tl7_dt37_ge35_qr27_tau84,7,37,35,0.27,0.84,91.92,89.76,10.00,1.00,10:1,91.72,219.08016,311.0,91.91984,89.757214,144.054711,1,19
CMA-ES,20260607,31,cma_r31_006_tl13_dt49_ge32_qr21_tau85,13,49,32,0.21,0.85,181.92,90.90,10.00,1.00,10:1,173.64,219.08016,401.0,181.91984,90.895069,136.189974,1,30
CMA-ES,20260607,32,cma_r32_001_tl4_dt41_ge38_qr28_tau88,4,41,38,0.28,0.88,164.92,91.87,10.00,1.00,10:1,158.28,219.08016,384.0,164.91984,91.868899,147.45,1,25
CMA-ES,20260607,32,cma_r32_002_tl17_dt38_ge39_qr20_tau83,17,38,39,0.2,0.83,216.92,90.46,10.00,1.00,10:1,205.42,219.08016,436.0,216.91984,90.460257,149.224543,1,29
CMA-ES,20260607,32,cma_r32_003_tl1_dt35_ge35_qr26_tau85,1,35,35,0.26,0.85,91.92,89.27,10.00,1.00,10:1,91.68,219.08016,311.0,91.91984,89.272186,135.023569,1,19
CMA-ES,20260607,32,cma_r32_004_tl4_dt32_ge35_qr27_tau85,4,32,35,0.27,0.85,91.92,89.77,10.00,1.00,10:1,91.72,219.08016,311.0,91.91984,89.767017,144.583082,1,19
CMA-ES,20260607,32,cma_r32_005_tl0_dt44_ge34_qr29_tau87,0,44,34,0.29,0.87,165.92,97.40,10.00,1.00,10:1,159.69,219.08016,385.0,165.91984,97.396776,145.387268,1,27
CMA-ES,20260607,32,cma_r32_006_tl0_dt43_ge41_qr28_tau87,0,43,41,0.28,0.87,169.92,99.17,10.00,1.00,10:1,163.49,219.08016,389.0,169.91984,99.16624,152.407895,1,23
CMA-ES,20260607,33,cma_r33_001_tl1_dt41_ge35_qr24_tau84,1,41,35,0.24,0.84,91.92,89.76,10.00,1.00,10:1,91.72,219.08016,311.0,91.91984,89.757214,144.054711,1,19
CMA-ES,20260607,33,cma_r33_002_tl0_dt31_ge35_qr34_tau87,0,31,35,0.34,0.87,139.92,84.86,10.00,1.00,10:1,134.91,219.08016,359.0,139.91984,84.856605,143.822888,0,23
CMA-ES,20260607,33,cma_r33_003_tl3_dt33_ge37_qr28_tau85,3,33,37,0.28,0.85,163.92,90.38,10.00,1.00,10:1,157.23,219.08016,383.0,163.91984,90.378574,144.15015,1,22
CMA-ES,20260607,33,cma_r33_004_tl0_dt34_ge38_qr29_tau85,0,34,38,0.29,0.85,164.92,89.97,10.00,1.00,10:1,158.11,219.08016,384.0,164.91984,89.969483,145.636095,1,22
CMA-ES,20260607,33,cma_r33_005_tl0_dt39_ge36_qr24_tau83,0,39,36,0.24,0.83,138.92,91.78,10.00,1.00,10:1,134.63,219.08016,358.0,138.91984,91.781277,139.980328,1,25
CMA-ES,20260607,33,cma_r33_006_tl3_dt28_ge34_qr29_tau86,3,28,34,0.29,0.86,90.92,92.77,10.00,1.00,10:1,91.09,219.08016,310.0,90.91984,92.767744,152.148825,1,19
CMA-ES,20260607,34,cma_r34_001_tl0_dt29_ge34_qr27_tau87,0,29,34,0.27,0.87,145.92,90.15,10.00,1.00,10:1,140.85,219.08016,365.0,145.91984,90.149593,145.808642,1,22
CMA-ES,20260607,34,cma_r34_002_tl4_dt24_ge36_qr28_tau86,4,24,36,0.28,0.86,145.92,84.98,10.00,1.00,10:1,140.38,219.08016,365.0,145.91984,84.980995,146.926154,1,19
CMA-ES,20260607,34,cma_r34_003_tl2_dt38_ge33_qr24_tau85,2,38,33,0.24,0.85,91.92,88.24,10.00,1.00,10:1,91.59,219.08016,311.0,91.91984,88.237606,143.245455,1,19
CMA-ES,20260607,34,cma_r34_004_tl1_dt33_ge33_qr28_tau85,1,33,33,0.28,0.85,91.92,87.90,10.00,1.00,10:1,91.55,219.08016,311.0,91.91984,87.896633,144.667674,1,19
CMA-ES,20260607,34,cma_r34_005_tl1_dt24_ge34_qr32_tau87,1,24,34,0.32,0.87,190.92,85.87,10.00,1.00,10:1,181.37,219.08016,410.0,190.91984,85.8742,152.118557,0,24
CMA-ES,20260607,34,cma_r34_006_tl2_dt33_ge34_qr26_tau86,2,33,34,0.26,0.86,94.92,89.11,10.00,1.00,10:1,94.39,219.08016,314.0,94.91984,89.106739,144.966967,1,19
CMA-ES,20260607,35,cma_r35_001_tl8_dt33_ge36_qr27_tau84,8,33,36,0.27,0.84,114.92,93.02,10.00,1.00,10:1,112.93,219.08016,334.0,114.91984,93.024237,135.634483,1,21
CMA-ES,20260607,35,cma_r35_002_tl1_dt33_ge31_qr27_tau85,1,33,31,0.27,0.85,138.92,91.85,10.00,1.00,10:1,134.64,219.08016,358.0,138.91984,91.854411,154.825986,1,25
CMA-ES,20260607,35,cma_r35_003_tl6_dt37_ge32_qr23_tau86,6,37,32,0.23,0.86,114.92,87.74,10.00,1.00,10:1,112.45,219.08016,334.0,114.91984,87.736117,145.193642,1,25
CMA-ES,20260607,35,cma_r35_004_tl1_dt29_ge36_qr29_tau86,1,29,36,0.29,0.86,145.92,88.80,10.00,1.00,10:1,140.73,219.08016,365.0,145.91984,88.80216,144.703704,1,21
CMA-ES,20260607,35,cma_r35_005_tl0_dt36_ge31_qr28_tau87,0,36,31,0.28,0.87,137.92,92.34,10.00,1.00,10:1,133.78,219.08016,357.0,137.91984,92.336836,153.891403,1,26
CMA-ES,20260607,35,cma_r35_006_tl0_dt40_ge32_qr18_tau85,0,40,32,0.18,0.85,127.92,89.74,10.00,1.00,10:1,124.45,219.08016,347.0,127.91984,89.742334,143.856725,1,26
CMA-ES,20260607,36,cma_r36_001_tl1_dt42_ge33_qr24_tau85,1,42,33,0.24,0.85,93.92,92.52,10.00,1.00,10:1,93.79,219.08016,313.0,93.91984,92.516303,136.317568,1,20
CMA-ES,20260607,36,cma_r36_002_tl3_dt35_ge35_qr24_tau87,3,35,35,0.24,0.87,91.92,89.27,10.00,1.00,10:1,91.68,219.08016,311.0,91.91984,89.272186,135.023569,1,19
CMA-ES,20260607,36,cma_r36_003_tl2_dt32_ge32_qr27_tau85,2,32,32,0.27,0.85,138.92,90.00,10.00,1.00,10:1,134.47,219.08016,358.0,138.91984,89.996184,142.617363,1,23
CMA-ES,20260607,36,cma_r36_004_tl11_dt32_ge36_qr28_tau85,11,32,36,0.28,0.85,114.92,92.63,10.00,1.00,10:1,112.89,219.08016,334.0,114.91984,92.629375,135.726027,1,21
CMA-ES,20260607,36,cma_r36_005_tl3_dt34_ge33_qr28_tau86,3,34,33,0.28,0.86,91.92,87.90,10.00,1.00,10:1,91.55,219.08016,311.0,91.91984,87.896633,144.667674,1,19
CMA-ES,20260607,36,cma_r36_006_tl1_dt36_ge35_qr24_tau85,1,36,35,0.24,0.85,91.92,89.27,10.00,1.00,10:1,91.68,219.08016,311.0,91.91984,89.272186,135.023569,1,19
CMA-ES,20260607,37,cma_r37_001_tl2_dt38_ge31_qr24_tau86,2,38,31,0.24,0.86,137.92,91.26,10.00,1.00,10:1,133.68,219.08016,357.0,137.91984,91.260066,153.273138,1,26
CMA-ES,20260607,37,cma_r37_002_tl9_dt35_ge35_qr24_tau85,9,35,35,0.24,0.85,91.92,89.27,10.00,1.00,10:1,91.68,219.08016,311.0,91.91984,89.272186,135.023569,1,19
