method,seed,round,round_theta_index,theta_per_round,parameter_id,t_lead,delta_T_thr,G_ext,Q_ratio,tau,D_E_sec,D_G_sec,score,best_so_far,penalty,final_status,failure_reason,termination_reason,emergency_arrived,emergency_teleport,background_teleported,signal_event_count,stage2_hold_count,stage3_preemption_count,surrogate_mean,surrogate_ci_low,surrogate_ci_high,raw_ei_acquisition,acquisition,bo_selection_strategy,bo_candidate_source,bo_plateau_mode,essi_acquisition,essi_1,essi_2,essi_3,essi_4,essi_5,essi_6,essi_max,essi_mean,essi_log_max,dominant_essi_subspace,spatial_activation_score
CMA-ES,20260607,9,5,6,cma_r09_005_tl65_dt154_ge12_qr75_tau75,65,154,12,0.75,0.75,390.92,440.22,395.40,226.79,0.00,PASS,,recovery_detected,True,False,0,617,1,72,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,9,6,6,cma_r09_006_tl19_dt158_ge10_qr82_tau74,19,158,10,0.82,0.74,439.92,317.65,428.80,226.79,0.00,PASS,,recovery_timeout,True,False,0,1131,1,80,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,10,1,6,cma_r10_001_tl51_dt155_ge0_qr98_tau70,51,155,0,0.98,0.7,343.92,440.66,352.71,226.79,0.00,PASS,,recovery_detected,True,False,0,1100,0,113,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,10,2,6,cma_r10_002_tl38_dt151_ge0_qr81_tau71,38,151,0,0.81,0.71,439.92,436.54,439.61,226.79,0.00,PASS,,recovery_detected,True,False,0,1375,1,128,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,10,3,6,cma_r10_003_tl79_dt212_ge15_qr91_tau73,79,212,15,0.91,0.73,293.92,454.07,308.48,226.79,0.00,PASS,,recovery_detected,True,False,0,392,0,55,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,10,4,6,cma_r10_004_tl62_dt149_ge8_qr91_tau70,62,149,8,0.91,0.7,343.92,443.90,353.01,226.79,0.00,PASS,,recovery_detected,True,False,0,614,0,77,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,10,5,6,cma_r10_005_tl33_dt140_ge6_qr78_tau73,33,140,6,0.78,0.73,418.92,336.08,411.39,226.79,0.00,PASS,,recovery_timeout,True,False,0,1003,1,95,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,10,6,6,cma_r10_006_tl37_dt127_ge18_qr61_tau71,37,127,18,0.61,0.71,553.92,303.92,531.19,226.79,0.00,PASS,,recovery_timeout,True,False,0,842,1,75,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,11,1,6,cma_r11_001_tl60_dt139_ge20_qr96_tau73,60,139,20,0.96,0.73,551.92,297.08,528.75,226.79,0.00,PASS,,recovery_timeout,True,False,0,613,0,72,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,11,2,6,cma_r11_002_tl90_dt194_ge21_qr82_tau71,90,194,21,0.82,0.71,672.92,286.11,637.76,226.79,0.00,PASS,,recovery_timeout,True,False,0,676,1,76,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,11,3,6,cma_r11_003_tl112_dt216_ge14_qr100_tau75,112,216,14,1.0,0.75,310.92,437.37,322.42,226.79,0.00,PASS,,recovery_detected,True,False,0,530,0,60,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,11,4,6,cma_r11_004_tl31_dt168_ge0_qr87_tau72,31,168,0,0.87,0.72,0.00,503.03,1000045.73,226.79,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,705,1,77,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,11,5,6,cma_r11_005_tl69_dt182_ge10_qr80_tau76,69,182,10,0.8,0.76,328.92,446.38,339.60,226.79,0.00,PASS,,recovery_detected,True,False,0,745,1,67,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,11,6,6,cma_r11_006_tl93_dt197_ge1_qr84_tau75,93,197,1,0.84,0.75,308.92,453.31,322.05,226.79,0.00,PASS,,recovery_detected,True,False,0,895,1,102,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,12,1,6,cma_r12_001_tl90_dt215_ge0_qr98_tau79,90,215,0,0.98,0.79,317.92,437.30,328.77,226.79,0.00,PASS,,recovery_detected,True,False,0,910,0,108,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,12,2,6,cma_r12_002_tl86_dt219_ge18_qr92_tau71,86,219,18,0.92,0.71,0.00,488.87,1000044.44,226.79,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,250,0,43,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,12,3,6,cma_r12_003_tl107_dt187_ge6_qr95_tau79,107,187,6,0.95,0.79,395.92,435.55,399.52,226.79,0.00,PASS,,recovery_detected,True,False,0,811,0,91,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,12,4,6,cma_r12_004_tl103_dt223_ge2_qr84_tau77,103,223,2,0.84,0.77,331.92,437.99,341.56,226.79,0.00,PASS,,recovery_detected,True,False,0,954,1,95,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,12,5,6,cma_r12_005_tl61_dt176_ge3_qr73_tau80,61,176,3,0.73,0.8,382.92,433.14,387.49,226.79,0.00,PASS,,recovery_detected,True,False,0,1005,1,100,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,12,6,6,cma_r12_006_tl75_dt194_ge16_qr91_tau74,75,194,16,0.91,0.74,611.92,292.70,582.90,226.79,0.00,PASS,,recovery_timeout,True,False,0,757,0,84,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,13,1,6,cma_r13_001_tl90_dt224_ge0_qr95_tau76,90,224,0,0.95,0.76,317.92,437.30,328.77,226.79,0.00,PASS,,recovery_detected,True,False,0,910,0,108,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,13,2,6,cma_r13_002_tl54_dt168_ge1_qr84_tau72,54,168,1,0.84,0.72,365.92,438.86,372.55,226.79,0.00,PASS,,recovery_detected,True,False,0,1015,1,112,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,13,3,6,cma_r13_003_tl108_dt186_ge1_qr79_tau75,108,186,1,0.79,0.75,430.92,428.97,430.74,226.79,0.00,PASS,,recovery_detected,True,False,0,979,1,121,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,13,4,6,cma_r13_004_tl88_dt206_ge2_qr93_tau72,88,206,2,0.93,0.72,321.92,446.97,333.29,226.79,0.00,PASS,,recovery_detected,True,False,0,870,0,94,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,13,5,6,cma_r13_005_tl70_dt200_ge15_qr100_tau79,70,200,15,1.0,0.79,295.92,454.10,310.30,226.79,0.00,PASS,,recovery_detected,True,False,0,389,0,55,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,13,6,6,cma_r13_006_tl85_dt155_ge1_qr75_tau79,85,155,1,0.75,0.79,349.92,444.88,358.55,226.79,0.00,PASS,,recovery_detected,True,False,0,947,1,105,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,14,1,6,cma_r14_001_tl84_dt214_ge1_qr57_tau82,84,214,1,0.57,0.82,349.92,444.88,358.55,226.79,0.00,PASS,,recovery_detected,True,False,0,950,1,105,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,14,2,6,cma_r14_002_tl51_dt185_ge3_qr59_tau86,51,185,3,0.59,0.86,406.92,436.62,409.62,226.79,0.00,PASS,,recovery_detected,True,False,0,969,1,107,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,14,3,6,cma_r14_003_tl79_dt205_ge10_qr90_tau82,79,205,10,0.9,0.82,328.92,446.38,339.60,226.79,0.00,PASS,,recovery_detected,True,False,0,745,1,67,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,14,4,6,cma_r14_004_tl21_dt166_ge5_qr88_tau74,21,166,5,0.88,0.74,506.92,310.83,489.09,226.79,0.00,PASS,,recovery_timeout,True,False,0,1426,1,111,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,14,5,6,cma_r14_005_tl109_dt220_ge6_qr80_tau77,109,220,6,0.8,0.77,380.92,440.15,386.30,226.79,0.00,PASS,,recovery_detected,True,False,0,808,1,88,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,14,6,6,cma_r14_006_tl80_dt189_ge8_qr91_tau72,80,189,8,0.91,0.72,406.92,427.45,408.79,226.79,0.00,PASS,,recovery_detected,True,False,0,858,0,85,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,15,1,6,cma_r15_001_tl101_dt207_ge11_qr99_tau84,101,207,11,0.99,0.84,457.92,316.78,445.09,226.79,0.00,PASS,,recovery_timeout,True,False,0,780,0,81,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,15,2,6,cma_r15_002_tl66_dt151_ge16_qr90_tau82,66,151,16,0.9,0.82,395.92,437.68,399.72,226.79,0.00,PASS,,recovery_detected,True,False,0,575,1,65,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,15,3,6,cma_r15_003_tl87_dt223_ge10_qr53_tau90,87,223,10,0.53,0.9,328.92,450.07,339.93,226.79,0.00,PASS,,recovery_detected,True,False,0,608,1,70,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,15,4,6,cma_r15_004_tl68_dt212_ge3_qr60_tau84,68,212,3,0.6,0.84,404.92,430.36,407.23,226.79,0.00,PASS,,recovery_detected,True,False,0,909,1,108,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,15,5,6,cma_r15_005_tl84_dt219_ge10_qr67_tau88,84,219,10,0.67,0.88,328.92,446.38,339.60,226.79,0.00,PASS,,recovery_detected,True,False,0,748,1,67,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,15,6,6,cma_r15_006_tl84_dt224_ge2_qr67_tau84,84,224,2,0.67,0.84,405.92,431.52,408.25,226.79,0.00,PASS,,recovery_detected,True,False,0,1016,1,113,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,16,1,6,cma_r16_001_tl81_dt140_ge0_qr61_tau90,81,140,0,0.61,0.9,301.92,454.43,315.78,226.79,0.00,PASS,,recovery_detected,True,False,0,839,1,102,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,16,2,6,cma_r16_002_tl95_dt212_ge11_qr70_tau90,95,212,11,0.7,0.9,458.92,430.72,456.36,226.79,0.00,PASS,,recovery_detected,True,False,0,785,1,80,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,16,3,6,cma_r16_003_tl69_dt197_ge12_qr43_tau90,69,197,12,0.43,0.9,388.92,440.80,393.64,226.79,0.00,PASS,,recovery_detected,True,False,0,540,1,72,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,16,4,6,cma_r16_004_tl78_dt209_ge1_qr63_tau83,78,209,1,0.63,0.83,349.92,444.88,358.55,226.79,0.00,PASS,,recovery_detected,True,False,0,947,1,105,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,16,5,6,cma_r16_005_tl72_dt224_ge9_qr36_tau87,72,224,9,0.36,0.87,308.92,452.22,321.95,226.79,0.00,PASS,,recovery_detected,True,False,0,432,1,68,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,16,6,6,cma_r16_006_tl103_dt224_ge15_qr6_tau86,103,224,15,0.06,0.86,293.92,435.42,306.78,226.79,0.00,PASS,,recovery_detected,True,False,0,452,1,52,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,17,1,6,cma_r17_001_tl106_dt179_ge8_qr11_tau90,106,179,8,0.11,0.9,308.92,442.10,321.03,226.79,0.00,PASS,,recovery_detected,True,False,0,710,1,73,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,17,2,6,cma_r17_002_tl73_dt193_ge8_qr26_tau90,73,193,8,0.26,0.9,422.92,435.11,424.03,226.79,0.00,PASS,,recovery_detected,True,False,0,760,1,86,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,17,3,6,cma_r17_003_tl105_dt214_ge0_qr6_tau81,105,214,0,0.06,0.81,348.92,435.24,356.77,226.79,0.00,PASS,,recovery_detected,True,False,0,907,1,116,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,17,4,6,cma_r17_004_tl83_dt224_ge15_qr0_tau90,83,224,15,0.0,0.9,373.92,434.92,379.47,226.79,0.00,PASS,,recovery_detected,True,False,0,553,1,61,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,17,5,6,cma_r17_005_tl97_dt202_ge8_qr1_tau89,97,202,8,0.01,0.89,322.92,436.70,333.26,226.79,0.00,PASS,,recovery_detected,True,False,0,672,1,72,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,17,6,6,cma_r17_006_tl103_dt165_ge4_qr52_tau86,103,165,4,0.52,0.86,285.92,453.85,301.19,226.79,0.00,PASS,,recovery_detected,True,False,0,705,1,86,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,18,1,6,cma_r18_001_tl97_dt197_ge12_qr33_tau88,97,197,12,0.33,0.88,398.92,439.89,402.64,226.79,0.00,PASS,,recovery_detected,True,False,0,485,1,72,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,18,2,6,cma_r18_002_tl102_dt86_ge2_qr21_tau86,102,86,2,0.21,0.86,0.00,501.24,1000045.57,226.79,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,527,1,73,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,18,3,6,cma_r18_003_tl79_dt135_ge6_qr90_tau82,79,135,6,0.9,0.82,424.92,434.00,425.75,226.79,0.00,PASS,,recovery_detected,True,False,0,895,1,96,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,18,4,6,cma_r18_004_tl89_dt132_ge8_qr25_tau90,89,132,8,0.25,0.9,422.92,435.11,424.03,226.79,0.00,PASS,,recovery_detected,True,False,0,755,1,86,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,18,5,6,cma_r18_005_tl80_dt186_ge3_qr78_tau90,80,186,3,0.78,0.9,483.92,309.44,468.06,226.79,0.00,PASS,,recovery_timeout,True,False,0,1083,1,120,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,18,6,6,cma_r18_006_tl71_dt161_ge5_qr54_tau87,71,161,5,0.54,0.87,388.92,435.25,393.13,226.79,0.00,PASS,,recovery_detected,True,False,0,867,1,93,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,19,1,6,cma_r19_001_tl82_dt118_ge0_qr69_tau86,82,118,0,0.69,0.86,363.92,436.61,370.53,226.79,0.00,PASS,,recovery_detected,True,False,0,1260,1,115,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,19,2,6,cma_r19_002_tl94_dt210_ge2_qr49_tau90,94,210,2,0.49,0.9,405.92,431.52,408.25,226.79,0.00,PASS,,recovery_detected,True,False,0,1017,1,113,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,19,3,6,cma_r19_003_tl71_dt102_ge13_qr73_tau87,71,102,13,0.73,0.87,255.92,456.72,274.17,226.79,0.00,PASS,,recovery_detected,True,False,0,534,1,55,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,19,4,6,cma_r19_004_tl85_dt130_ge4_qr35_tau90,85,130,4,0.35,0.9,441.92,321.27,430.95,226.79,0.00,PASS,,recovery_timeout,True,False,0,1106,1,107,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,19,5,6,cma_r19_005_tl109_dt224_ge9_qr51_tau90,109,224,9,0.51,0.9,308.92,452.22,321.95,226.79,0.00,PASS,,recovery_detected,True,False,0,434,1,68,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,19,6,6,cma_r19_006_tl68_dt164_ge14_qr69_tau79,68,164,14,0.69,0.79,300.92,451.38,314.60,226.79,0.00,PASS,,recovery_detected,True,False,0,568,1,56,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,20,1,6,cma_r20_001_tl91_dt158_ge9_qr91_tau85,91,158,9,0.91,0.85,346.92,429.84,354.46,226.79,0.00,PASS,,recovery_detected,True,False,0,589,0,73,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,20,2,6,cma_r20_002_tl81_dt157_ge19_qr75_tau80,81,157,19,0.75,0.8,595.92,293.98,568.47,226.79,0.00,PASS,,recovery_timeout,True,False,0,749,1,76,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,20,3,6,cma_r20_003_tl77_dt90_ge14_qr42_tau82,77,90,14,0.42,0.82,472.92,314.27,458.50,226.79,0.00,PASS,,recovery_timeout,True,False,0,676,1,74,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,20,4,6,cma_r20_004_tl84_dt144_ge3_qr58_tau82,84,144,3,0.58,0.82,421.92,434.52,423.07,226.79,0.00,PASS,,recovery_detected,True,False,0,1022,1,109,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,20,5,6,cma_r20_005_tl71_dt194_ge13_qr98_tau81,71,194,13,0.98,0.81,404.92,434.31,407.59,226.79,0.00,PASS,,recovery_detected,True,False,0,580,0,71,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,20,6,6,cma_r20_006_tl106_dt186_ge24_qr91_tau79,106,186,24,0.91,0.79,666.92,295.60,633.16,226.79,0.00,PASS,,recovery_timeout,True,False,0,608,0,74,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,21,1,6,cma_r21_001_tl84_dt167_ge7_qr89_tau82,84,167,7,0.89,0.82,459.92,312.87,446.55,226.79,0.00,PASS,,recovery_timeout,True,False,0,881,1,94,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,21,2,6,cma_r21_002_tl85_dt208_ge5_qr83_tau78,85,208,5,0.83,0.78,452.92,430.66,450.90,226.79,0.00,PASS,,recovery_detected,True,False,0,941,1,101,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,21,3,6,cma_r21_003_tl65_dt160_ge5_qr70_tau74,65,160,5,0.7,0.74,425.92,431.62,426.44,226.79,0.00,PASS,,recovery_detected,True,False,0,877,1,101,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,21,4,6,cma_r21_004_tl89_dt161_ge0_qr94_tau87,89,161,0,0.94,0.87,333.92,436.93,343.28,226.79,0.00,PASS,,recovery_detected,True,False,0,931,0,114,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,21,5,6,cma_r21_005_tl74_dt179_ge1_qr100_tau81,74,179,1,1.0,0.81,329.92,440.12,339.94,226.79,0.00,PASS,,recovery_detected,True,False,0,943,0,105,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,21,6,6,cma_r21_006_tl50_dt132_ge11_qr92_tau84,50,132,11,0.92,0.84,372.92,441.75,379.18,226.79,0.00,PASS,,recovery_detected,True,False,0,650,0,69,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,22,1,6,cma_r22_001_tl72_dt144_ge0_qr80_tau80,72,144,0,0.8,0.8,375.92,440.22,381.77,226.79,0.00,PASS,,recovery_detected,True,False,0,1182,1,118,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,22,2,6,cma_r22_002_tl105_dt197_ge1_qr99_tau83,105,197,1,0.99,0.83,399.92,424.09,402.12,226.79,0.00,PASS,,recovery_detected,True,False,0,947,0,115,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,22,3,6,cma_r22_003_tl47_dt108_ge1_qr78_tau81,47,108,1,0.78,0.81,303.92,448.90,317.10,226.79,0.00,PASS,,recovery_detected,True,False,0,1084,1,95,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,22,4,6,cma_r22_004_tl78_dt138_ge2_qr94_tau81,78,138,2,0.94,0.81,379.92,435.96,385.01,226.79,0.00,PASS,,recovery_detected,True,False,0,899,0,105,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,22,5,6,cma_r22_005_tl103_dt168_ge7_qr74_tau86,103,168,7,0.74,0.86,380.92,438.27,386.13,226.79,0.00,PASS,,recovery_detected,True,False,0,778,1,86,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,22,6,6,cma_r22_006_tl103_dt187_ge6_qr99_tau83,103,187,6,0.99,0.83,395.92,435.55,399.52,226.79,0.00,PASS,,recovery_detected,True,False,0,811,0,91,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,23,1,6,cma_r23_001_tl88_dt175_ge2_qr43_tau89,88,175,2,0.43,0.89,405.92,431.52,408.25,226.79,0.00,PASS,,recovery_detected,True,False,0,1015,1,113,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,23,2,6,cma_r23_002_tl50_dt132_ge0_qr97_tau85,50,132,0,0.97,0.85,307.92,450.51,320.88,226.79,0.00,PASS,,recovery_detected,True,False,0,1219,0,105,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,23,3,6,cma_r23_003_tl34_dt101_ge1_qr18_tau84,34,101,1,0.18,0.84,430.92,327.97,421.56,226.79,0.00,PASS,,recovery_timeout,True,False,0,1656,1,120,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,23,4,6,cma_r23_004_tl66_dt155_ge11_qr8_tau88,66,155,11,0.08,0.88,458.92,430.72,456.36,226.79,0.00,PASS,,recovery_detected,True,False,0,783,1,80,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,23,5,6,cma_r23_005_tl61_dt122_ge0_qr100_tau85,61,122,0,1.0,0.85,310.92,450.66,323.62,226.79,0.00,PASS,,recovery_detected,True,False,0,998,0,106,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,23,6,6,cma_r23_006_tl65_dt120_ge3_qr69_tau84,65,120,3,0.69,0.84,369.92,435.43,375.88,226.79,0.00,PASS,,recovery_detected,True,False,0,913,1,103,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,24,1,6,cma_r24_001_tl44_dt97_ge4_qr90_tau90,44,97,4,0.9,0.9,325.92,448.39,337.05,226.79,0.00,PASS,,recovery_detected,True,False,0,1056,1,88,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,24,2,6,cma_r24_002_tl41_dt96_ge4_qr67_tau86,41,96,4,0.67,0.86,502.92,308.00,485.20,226.79,0.00,PASS,,recovery_timeout,True,False,0,1342,1,112,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,24,3,6,cma_r24_003_tl26_dt102_ge0_qr100_tau83,26,102,0,1.0,0.83,0.00,487.88,1000044.35,226.79,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,976,0,87,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,24,4,6,cma_r24_004_tl54_dt188_ge1_qr89_tau84,54,188,1,0.89,0.84,365.92,438.86,372.55,226.79,0.00,PASS,,recovery_detected,True,False,0,1019,1,112,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,24,5,6,cma_r24_005_tl84_dt171_ge12_qr95_tau87,84,171,12,0.95,0.87,307.92,454.35,321.23,226.79,0.00,PASS,,recovery_detected,True,False,0,458,0,60,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,24,6,6,cma_r24_006_tl48_dt122_ge4_qr77_tau83,48,122,4,0.77,0.83,362.92,424.27,368.50,226.79,0.00,PASS,,recovery_detected,True,False,0,936,1,91,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,25,1,6,cma_r25_001_tl88_dt199_ge13_qr99_tau89,88,199,13,0.99,0.89,330.92,441.04,340.93,226.79,0.00,PASS,,recovery_detected,True,False,0,440,0,61,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,25,2,6,cma_r25_002_tl94_dt217_ge2_qr100_tau87,94,217,2,1.0,0.87,321.92,446.97,333.29,226.79,0.00,PASS,,recovery_detected,True,False,0,870,0,94,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,25,3,6,cma_r25_003_tl62_dt153_ge12_qr86_tau90,62,153,12,0.86,0.9,427.92,331.80,419.18,226.79,0.00,PASS,,recovery_timeout,True,False,0,724,1,69,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,25,4,6,cma_r25_004_tl64_dt148_ge5_qr91_tau89,64,148,5,0.91,0.89,318.92,452.02,331.02,226.79,0.00,PASS,,recovery_detected,True,False,0,813,0,82,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,25,5,6,cma_r25_005_tl56_dt169_ge5_qr100_tau90,56,169,5,1.0,0.9,297.92,451.47,311.88,226.79,0.00,PASS,,recovery_detected,True,False,0,717,0,82,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,25,6,6,cma_r25_006_tl79_dt170_ge24_qr100_tau89,79,170,24,1.0,0.89,621.92,296.06,592.30,226.79,0.00,PASS,,recovery_timeout,True,False,0,486,0,70,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,26,1,6,cma_r26_001_tl74_dt183_ge6_qr100_tau87,74,183,6,1.0,0.87,302.92,452.68,316.53,226.79,0.00,PASS,,recovery_detected,True,False,0,610,0,77,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,26,2,6,cma_r26_002_tl61_dt178_ge15_qr60_tau85,61,178,15,0.6,0.85,283.92,455.78,299.54,226.79,0.00,PASS,,recovery_detected,True,False,0,356,1,52,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,26,3,6,cma_r26_003_tl59_dt159_ge12_qr94_tau90,59,159,12,0.94,0.9,365.92,443.16,372.94,226.79,0.00,PASS,,recovery_detected,True,False,0,529,0,69,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,26,4,6,cma_r26_004_tl85_dt223_ge12_qr100_tau89,85,223,12,1.0,0.89,307.92,454.35,321.23,226.79,0.00,PASS,,recovery_detected,True,False,0,459,0,60,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,26,5,6,cma_r26_005_tl69_dt218_ge4_qr97_tau86,69,218,4,0.97,0.86,401.92,432.85,404.73,226.79,0.00,PASS,,recovery_detected,True,False,0,930,0,100,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,26,6,6,cma_r26_006_tl56_dt138_ge1_qr97_tau86,56,138,1,0.97,0.86,304.92,436.00,316.84,226.79,0.00,PASS,,recovery_detected,True,False,0,1008,0,93,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,27,1,6,cma_r27_001_tl91_dt218_ge0_qr96_tau86,91,218,0,0.96,0.86,317.92,437.30,328.77,226.79,0.00,PASS,,recovery_detected,True,False,0,906,0,108,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,27,2,6,cma_r27_002_tl54_dt188_ge1_qr34_tau83,54,188,1,0.34,0.83,365.92,438.86,372.55,226.79,0.00,PASS,,recovery_detected,True,False,0,1019,1,112,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,27,3,6,cma_r27_003_tl73_dt183_ge18_qr97_tau87,73,183,18,0.97,0.87,0.00,488.87,1000044.44,226.79,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,249,0,43,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,27,4,6,cma_r27_004_tl36_dt108_ge22_qr46_tau88,36,108,22,0.46,0.88,440.92,427.35,439.69,226.79,0.00,PASS,,recovery_detected,True,False,0,499,1,59,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,27,5,6,cma_r27_005_tl71_dt145_ge8_qr76_tau87,71,145,8,0.76,0.87,422.92,435.11,424.03,226.79,0.00,PASS,,recovery_detected,True,False,0,755,1,86,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,27,6,6,cma_r27_006_tl54_dt168_ge7_qr68_tau87,54,168,7,0.68,0.87,423.92,434.36,424.87,226.79,0.00,PASS,,recovery_detected,True,False,0,804,1,91,,,,,,,,,,,,,,,,,,,,
