input_method,input_seed,input_round,input_parameter_id,input_t_lead,input_delta_T_thr,input_G_ext,input_Q_ratio,input_tau,output_delay_A_sec,output_delay_N_sec,weight_A,weight_N,weight_ratio,score,measured_T_free_EMV_sec,measured_T_actual_EMV_sec,measured_d_EMV_sec,measured_d_veh_sec,measured_general_mean_travel_time_sec,stage2_on_count,stage3_on_count
CMA-ES,20260607,24,cma_r24_003_tl43_dt18_ge33_qr30_tau83,43,18,33,0.3,0.83,189.92,92.03,10.00,1.00,10:1,181.02,219.08016,409.0,189.91984,92.033342,150.853786,1,22
CMA-ES,20260607,24,cma_r24_004_tl63_dt7_ge30_qr33_tau83,63,7,30,0.33,0.83,181.92,80.54,10.00,1.00,10:1,172.70,219.08016,401.0,181.91984,80.54164,135.536785,0,18
CMA-ES,20260607,24,cma_r24_005_tl67_dt36_ge29_qr24_tau81,67,36,29,0.24,0.81,138.92,94.56,10.00,1.00,10:1,134.89,219.08016,358.0,138.91984,94.555131,147.097059,1,27
CMA-ES,20260607,24,cma_r24_006_tl43_dt30_ge28_qr30_tau82,43,30,28,0.3,0.82,138.92,91.68,10.00,1.00,10:1,134.63,219.08016,358.0,138.91984,91.681618,146.207602,1,25
CMA-ES,20260607,25,cma_r25_001_tl61_dt30_ge26_qr30_tau80,61,30,26,0.3,0.8,138.92,90.34,10.00,1.00,10:1,134.50,219.08016,358.0,138.91984,90.335805,147.467647,1,25
CMA-ES,20260607,25,cma_r25_002_tl57_dt44_ge25_qr23_tau79,57,44,25,0.23,0.79,172.92,85.88,10.00,1.00,10:1,165.01,219.08016,392.0,172.91984,85.882907,145.800505,1,33
CMA-ES,20260607,25,cma_r25_003_tl56_dt22_ge30_qr28_tau82,56,22,30,0.28,0.82,93.92,81.51,10.00,1.00,10:1,92.79,219.08016,313.0,93.91984,81.511526,145.532508,1,17
CMA-ES,20260607,25,cma_r25_004_tl50_dt34_ge24_qr26_tau82,50,34,24,0.26,0.82,109.92,83.90,10.00,1.00,10:1,107.55,219.08016,329.0,109.91984,83.898673,146.469914,1,28
CMA-ES,20260607,25,cma_r25_005_tl58_dt27_ge26_qr22_tau82,58,27,26,0.22,0.82,90.92,81.20,10.00,1.00,10:1,90.04,219.08016,310.0,90.91984,81.196931,139.630225,1,21
CMA-ES,20260607,25,cma_r25_006_tl59_dt18_ge26_qr38_tau81,59,18,26,0.38,0.81,169.92,87.20,10.00,1.00,10:1,162.40,219.08016,389.0,169.91984,87.195059,157.369509,0,22
CMA-ES,20260607,26,cma_r26_001_tl59_dt22_ge24_qr27_tau83,59,22,24,0.27,0.83,146.92,80.58,10.00,1.00,10:1,140.89,219.08016,366.0,146.91984,80.583258,143.993846,1,21
CMA-ES,20260607,26,cma_r26_002_tl47_dt29_ge15_qr18_tau82,47,29,15,0.18,0.82,140.92,82.92,10.00,1.00,10:1,135.65,219.08016,360.0,140.91984,82.923973,143.69375,1,34
CMA-ES,20260607,26,cma_r26_003_tl62_dt27_ge29_qr17_tau82,62,27,29,0.17,0.82,95.92,82.03,10.00,1.00,10:1,94.66,219.08016,315.0,95.91984,82.031199,146.089506,1,21
CMA-ES,20260607,26,cma_r26_004_tl72_dt16_ge23_qr25_tau83,72,16,23,0.25,0.83,145.92,83.78,10.00,1.00,10:1,140.27,219.08016,365.0,145.91984,83.784734,147.475758,1,21
CMA-ES,20260607,26,cma_r26_005_tl61_dt9_ge24_qr31_tau83,61,9,24,0.31,0.83,171.92,84.92,10.00,1.00,10:1,164.01,219.08016,391.0,171.91984,84.915729,138.12234,0,19
CMA-ES,20260607,26,cma_r26_006_tl48_dt27_ge27_qr28_tau83,48,27,27,0.28,0.83,145.92,82.67,10.00,1.00,10:1,140.17,219.08016,365.0,145.91984,82.670728,144.331288,1,24
CMA-ES,20260607,27,cma_r27_001_tl65_dt43_ge15_qr17_tau82,65,43,15,0.17,0.82,269.92,99.53,10.00,1.00,10:1,254.43,219.08016,489.0,269.91984,99.534189,162.485714,1,48
CMA-ES,20260607,27,cma_r27_002_tl61_dt14_ge30_qr12_tau85,61,14,30,0.12,0.85,137.92,83.28,10.00,1.00,10:1,132.95,219.08016,357.0,137.91984,83.276623,145.1625,1,18
CMA-ES,20260607,27,cma_r27_003_tl57_dt35_ge23_qr20_tau80,57,35,23,0.2,0.8,155.92,84.89,10.00,1.00,10:1,149.46,219.08016,375.0,155.91984,84.887692,147.934911,1,29
CMA-ES,20260607,27,cma_r27_004_tl50_dt16_ge36_qr28_tau82,50,16,36,0.28,0.82,138.92,83.54,10.00,1.00,10:1,133.89,219.08016,358.0,138.91984,83.542708,144.065015,1,18
CMA-ES,20260607,27,cma_r27_005_tl58_dt36_ge26_qr23_tau82,58,36,26,0.23,0.82,109.92,83.23,10.00,1.00,10:1,107.49,219.08016,329.0,109.91984,83.231425,145.347181,1,27
CMA-ES,20260607,27,cma_r27_006_tl59_dt21_ge26_qr23_tau83,59,21,26,0.23,0.83,91.92,81.75,10.00,1.00,10:1,91.00,219.08016,311.0,91.91984,81.753006,139.080645,1,17
CMA-ES,20260607,28,cma_r28_001_tl42_dt19_ge31_qr20_tau84,42,19,31,0.2,0.84,137.92,93.11,10.00,1.00,10:1,133.85,219.08016,357.0,137.91984,93.108546,159.380597,1,17
CMA-ES,20260607,28,cma_r28_002_tl52_dt22_ge28_qr29_tau83,52,22,28,0.29,0.83,148.92,82.02,10.00,1.00,10:1,142.84,219.08016,368.0,148.91984,82.018443,145.681818,1,19
CMA-ES,20260607,28,cma_r28_003_tl38_dt20_ge23_qr16_tau83,38,20,23,0.16,0.83,137.92,84.68,10.00,1.00,10:1,133.08,219.08016,357.0,137.91984,84.684378,143.314465,1,19
CMA-ES,20260607,28,cma_r28_004_tl58_dt36_ge31_qr22_tau84,58,36,31,0.22,0.84,219.92,92.40,10.00,1.00,10:1,208.33,219.08016,439.0,219.91984,92.398001,155.307317,1,33
CMA-ES,20260607,28,cma_r28_005_tl64_dt25_ge23_qr33_tau82,64,25,23,0.33,0.82,144.92,75.33,10.00,1.00,10:1,138.59,219.08016,364.0,144.91984,75.332338,147.979532,0,26
CMA-ES,20260607,28,cma_r28_006_tl80_dt34_ge28_qr26_tau83,80,34,28,0.26,0.83,178.92,92.38,10.00,1.00,10:1,171.05,219.08016,398.0,178.91984,92.37635,146.313043,1,28
CMA-ES,20260607,29,cma_r29_001_tl27_dt19_ge26_qr14_tau86,27,19,26,0.14,0.86,144.92,93.61,10.00,1.00,10:1,140.25,219.08016,364.0,144.91984,93.60595,155.472441,1,20
CMA-ES,20260607,29,cma_r29_002_tl21_dt18_ge25_qr21_tau84,21,18,25,0.21,0.84,146.92,90.29,10.00,1.00,10:1,141.77,219.08016,366.0,146.91984,90.287228,149.318182,1,21
CMA-ES,20260607,29,cma_r29_003_tl31_dt31_ge20_qr12_tau80,31,31,20,0.12,0.8,145.92,88.97,10.00,1.00,10:1,140.74,219.08016,365.0,145.91984,88.966997,137.920128,1,27
CMA-ES,20260607,29,cma_r29_004_tl48_dt22_ge25_qr21_tau84,48,22,25,0.21,0.84,166.92,83.23,10.00,1.00,10:1,159.31,219.08016,386.0,166.91984,83.227286,152.498567,1,25
CMA-ES,20260607,29,cma_r29_005_tl57_dt10_ge26_qr22_tau83,57,10,26,0.22,0.83,145.92,82.43,10.00,1.00,10:1,140.15,219.08016,365.0,145.91984,82.42585,146.18541,1,17
CMA-ES,20260607,29,cma_r29_006_tl31_dt17_ge23_qr13_tau84,31,17,23,0.13,0.84,144.92,92.43,10.00,1.00,10:1,140.15,219.08016,364.0,144.91984,92.429849,164.027368,1,21
CMA-ES,20260607,30,cma_r30_001_tl45_dt13_ge27_qr17_tau84,45,13,27,0.17,0.84,144.92,85.65,10.00,1.00,10:1,139.53,219.08016,364.0,144.91984,85.653597,148.335329,1,17
CMA-ES,20260607,30,cma_r30_002_tl31_dt10_ge19_qr27_tau83,31,10,19,0.27,0.83,156.92,81.53,10.00,1.00,10:1,150.07,219.08016,376.0,156.91984,81.531443,146.793605,1,20
CMA-ES,20260607,30,cma_r30_003_tl48_dt2_ge25_qr5_tau84,48,2,25,0.05,0.84,262.92,86.61,10.00,1.00,10:1,246.89,219.08016,482.0,262.91984,86.609794,166.25,1,18
CMA-ES,20260607,30,cma_r30_004_tl30_dt11_ge23_qr33_tau82,30,11,23,0.33,0.82,161.92,86.17,10.00,1.00,10:1,155.03,219.08016,381.0,161.91984,86.170474,142.315789,0,19
CMA-ES,20260607,30,cma_r30_005_tl59_dt8_ge30_qr25_tau85,59,8,30,0.25,0.85,162.92,81.93,10.00,1.00,10:1,155.56,219.08016,382.0,162.91984,81.926757,150.569767,1,18
CMA-ES,20260607,30,cma_r30_006_tl26_dt19_ge23_qr15_tau83,26,19,23,0.15,0.83,137.92,93.11,10.00,1.00,10:1,133.85,219.08016,357.0,137.91984,93.108546,159.380597,1,19
CMA-ES,20260607,31,cma_r31_001_tl50_dt29_ge22_qr20_tau80,50,29,22,0.2,0.8,137.92,90.71,10.00,1.00,10:1,133.63,219.08016,357.0,137.91984,90.708331,149.791667,1,29
CMA-ES,20260607,31,cma_r31_002_tl48_dt12_ge31_qr18_tau83,48,12,31,0.18,0.83,145.92,83.77,10.00,1.00,10:1,140.27,219.08016,365.0,145.91984,83.774145,142.414634,1,17
CMA-ES,20260607,31,cma_r31_003_tl18_dt2_ge26_qr15_tau86,18,2,26,0.15,0.86,261.92,88.01,10.00,1.00,10:1,246.11,219.08016,481.0,261.91984,88.009788,166.641646,1,17
CMA-ES,20260607,31,cma_r31_004_tl35_dt15_ge27_qr21_tau82,35,15,27,0.21,0.82,137.92,85.23,10.00,1.00,10:1,133.13,219.08016,357.0,137.91984,85.234224,143.439873,1,18
CMA-ES,20260607,31,cma_r31_005_tl31_dt18_ge23_qr25_tau82,31,18,23,0.25,0.82,146.92,89.03,10.00,1.00,10:1,141.66,219.08016,366.0,146.91984,89.03299,149.172973,1,22
CMA-ES,20260607,31,cma_r31_006_tl41_dt16_ge22_qr12_tau81,41,16,22,0.12,0.81,165.92,83.17,10.00,1.00,10:1,158.40,219.08016,385.0,165.91984,83.173691,149.78,1,22
CMA-ES,20260607,32,cma_r32_001_tl35_dt25_ge17_qr35_tau80,35,25,17,0.35,0.8,137.92,76.17,10.00,1.00,10:1,132.31,219.08016,357.0,137.91984,76.168239,144.914454,0,28
CMA-ES,20260607,32,cma_r32_002_tl54_dt20_ge34_qr23_tau81,54,20,34,0.23,0.81,91.92,81.03,10.00,1.00,10:1,90.93,219.08016,311.0,91.91984,81.031199,148.869048,1,17
CMA-ES,20260607,32,cma_r32_003_tl31_dt7_ge25_qr23_tau82,31,7,25,0.23,0.82,163.92,84.28,10.00,1.00,10:1,156.68,219.08016,383.0,163.91984,84.279298,145.105263,1,20
CMA-ES,20260607,32,cma_r32_004_tl36_dt6_ge25_qr22_tau82,36,6,25,0.22,0.82,161.92,92.62,10.00,1.00,10:1,155.62,219.08016,381.0,161.91984,92.617375,145.932615,1,20
CMA-ES,20260607,32,cma_r32_005_tl21_dt18_ge18_qr29_tau83,21,18,18,0.29,0.83,145.92,87.98,10.00,1.00,10:1,140.65,219.08016,365.0,145.91984,87.980173,148.196237,1,22
CMA-ES,20260607,32,cma_r32_006_tl21_dt36_ge20_qr31_tau80,21,36,20,0.31,0.8,187.92,84.04,10.00,1.00,10:1,178.48,219.08016,407.0,187.91984,84.039848,143.669492,0,38
CMA-ES,20260607,33,cma_r33_001_tl30_dt30_ge29_qr19_tau81,30,30,29,0.19,0.81,145.92,89.28,10.00,1.00,10:1,140.77,219.08016,365.0,145.91984,89.277732,147.979042,1,23
CMA-ES,20260607,33,cma_r33_002_tl31_dt20_ge18_qr32_tau81,31,20,18,0.32,0.81,144.92,76.52,10.00,1.00,10:1,138.70,219.08016,364.0,144.91984,76.516744,136.839506,0,25
CMA-ES,20260607,33,cma_r33_003_tl45_dt22_ge30_qr31_tau81,45,22,30,0.31,0.81,145.92,75.01,10.00,1.00,10:1,139.47,219.08016,365.0,145.91984,75.009589,136.601246,0,22
CMA-ES,20260607,33,cma_r33_004_tl32_dt27_ge28_qr30_tau80,32,27,28,0.3,0.8,95.92,81.96,10.00,1.00,10:1,94.65,219.08016,315.0,95.91984,81.958935,146.148036,1,21
CMA-ES,20260607,33,cma_r33_005_tl33_dt28_ge33_qr22_tau81,33,28,33,0.22,0.81,90.92,92.71,10.00,1.00,10:1,91.08,219.08016,310.0,90.91984,92.711292,152.130548,1,19
CMA-ES,20260607,33,cma_r33_006_tl24_dt9_ge22_qr22_tau81,24,9,22,0.22,0.81,145.92,82.38,10.00,1.00,10:1,140.14,219.08016,365.0,145.91984,82.379554,146.847095,1,18
CMA-ES,20260607,34,cma_r34_001_tl33_dt24_ge22_qr27_tau82,33,24,22,0.27,0.82,157.92,81.65,10.00,1.00,10:1,150.99,219.08016,377.0,157.91984,81.649819,148.309038,1,25
CMA-ES,20260607,34,cma_r34_002_tl44_dt33_ge27_qr30_tau81,44,33,27,0.3,0.81,92.92,87.84,10.00,1.00,10:1,92.46,219.08016,312.0,92.91984,87.840844,144.856287,1,21
CMA-ES,20260607,34,cma_r34_003_tl35_dt18_ge30_qr24_tau83,35,18,30,0.24,0.83,145.92,91.12,10.00,1.00,10:1,140.94,219.08016,365.0,145.91984,91.120925,150.630319,1,19
CMA-ES,20260607,34,cma_r34_004_tl16_dt28_ge26_qr23_tau82,16,28,26,0.23,0.82,91.92,90.52,10.00,1.00,10:1,91.79,219.08016,311.0,91.91984,90.518828,150.119048,1,21
CMA-ES,20260607,34,cma_r34_005_tl22_dt34_ge19_qr25_tau81,22,34,19,0.25,0.81,149.92,87.99,10.00,1.00,10:1,144.29,219.08016,369.0,149.91984,87.987539,145.662614,1,30
CMA-ES,20260607,34,cma_r34_006_tl36_dt23_ge29_qr26_tau82,36,23,29,0.26,0.82,145.92,82.12,10.00,1.00,10:1,140.12,219.08016,365.0,145.91984,82.118329,143.418182,1,21
CMA-ES,20260607,35,cma_r35_001_tl46_dt24_ge31_qr19_tau82,46,24,31,0.19,0.82,144.92,83.43,10.00,1.00,10:1,139.33,219.08016,364.0,144.91984,83.430916,145.164134,1,19
CMA-ES,20260607,35,cma_r35_002_tl9_dt35_ge25_qr21_tau83,9,35,25,0.21,0.83,113.92,87.56,10.00,1.00,10:1,111.52,219.08016,333.0,113.91984,87.562815,145.495575,1,28
CMA-ES,20260607,35,cma_r35_003_tl32_dt28_ge32_qr31_tau81,32,28,32,0.31,0.81,137.92,80.06,10.00,1.00,10:1,132.66,219.08016,357.0,137.91984,80.060941,133.238411,0,22
CMA-ES,20260607,35,cma_r35_004_tl34_dt30_ge22_qr24_tau81,34,30,22,0.24,0.81,138.92,92.78,10.00,1.00,10:1,134.73,219.08016,358.0,138.91984,92.776658,162.918465,1,28
CMA-ES,20260607,35,cma_r35_005_tl8_dt33_ge23_qr36_tau80,8,33,23,0.36,0.8,111.92,82.02,10.00,1.00,10:1,109.20,219.08016,331.0,111.91984,82.019179,145.011976,0,30
CMA-ES,20260607,35,cma_r35_006_tl19_dt22_ge30_qr34_tau84,19,22,30,0.34,0.84,145.92,75.01,10.00,1.00,10:1,139.47,219.08016,365.0,145.91984,75.009589,136.601246,0,22
CMA-ES,20260607,36,cma_r36_001_tl0_dt28_ge19_qr30_tau79,0,28,19,0.3,0.79,94.92,88.48,10.00,1.00,10:1,94.33,219.08016,314.0,94.91984,88.475968,147.690289,1,28
CMA-ES,20260607,36,cma_r36_002_tl0_dt43_ge25_qr18_tau81,0,43,25,0.18,0.81,136.92,98.10,10.00,1.00,10:1,133.39,219.08016,356.0,136.91984,98.104922,175.124764,1,30
CMA-ES,20260607,36,cma_r36_003_tl6_dt35_ge18_qr38_tau82,6,35,18,0.38,0.82,174.92,75.65,10.00,1.00,10:1,165.89,219.08016,394.0,174.91984,75.645154,143.77937,0,35
CMA-ES,20260607,36,cma_r36_004_tl27_dt22_ge24_qr23_tau84,27,22,24,0.23,0.84,146.92,80.58,10.00,1.00,10:1,140.89,219.08016,366.0,146.91984,80.583258,143.993846,1,21
CMA-ES,20260607,36,cma_r36_005_tl0_dt32_ge24_qr27_tau82,0,32,24,0.27,0.82,139.92,90.00,10.00,1.00,10:1,135.38,219.08016,359.0,139.91984,90.002067,146.018692,1,27
CMA-ES,20260607,36,cma_r36_006_tl6_dt35_ge18_qr22_tau81,6,35,18,0.22,0.81,192.92,89.00,10.00,1.00,10:1,183.47,219.08016,412.0,192.91984,88.996082,144.759777,1,35
CMA-ES,20260607,37,cma_r37_001_tl0_dt25_ge18_qr15_tau83,0,25,18,0.15,0.83,93.92,79.92,10.00,1.00,10:1,92.65,219.08016,313.0,93.91984,79.9212,146.244713,1,29
CMA-ES,20260607,37,cma_r37_002_tl17_dt37_ge34_qr26_tau80,17,37,34,0.26,0.8,114.92,92.27,10.00,1.00,10:1,112.86,219.08016,334.0,114.91984,92.269337,149.027638,1,22
CMA-ES,20260607,37,cma_r37_003_tl0_dt37_ge21_qr29_tau79,0,37,21,0.29,0.79,148.92,87.57,10.00,1.00,10:1,143.34,219.08016,368.0,148.91984,87.574695,144.98773,1,32
CMA-ES,20260607,37,cma_r37_004_tl14_dt41_ge18_qr27_tau80,14,41,18,0.27,0.8,140.92,91.56,10.00,1.00,10:1,136.43,219.08016,360.0,140.91984,91.559645,137.64095,1,32
CMA-ES,20260607,37,cma_r37_005_tl6_dt36_ge23_qr24_tau81,6,36,23,0.24,0.81,156.92,88.21,10.00,1.00,10:1,150.67,219.08016,376.0,156.91984,88.208557,145.706231,1,28
CMA-ES,20260607,37,cma_r37_006_tl18_dt28_ge16_qr19_tau82,18,28,16,0.19,0.82,94.92,89.48,10.00,1.00,10:1,94.43,219.08016,314.0,94.91984,89.481716,149.634921,1,31
CMA-ES,20260607,38,cma_r38_001_tl0_dt41_ge22_qr28_tau81,0,41,22,0.28,0.81,114.92,90.20,10.00,1.00,10:1,112.67,219.08016,334.0,114.91984,90.203185,135.784247,1,30
CMA-ES,20260607,38,cma_r38_002_tl32_dt13_ge20_qr20_tau81,32,13,20,0.2,0.81,145.92,85.78,10.00,1.00,10:1,140.45,219.08016,365.0,145.91984,85.782159,149.243323,1,19
CMA-ES,20260607,38,cma_r38_003_tl2_dt38_ge22_qr9_tau84,2,38,22,0.09,0.84,137.92,96.23,10.00,1.00,10:1,134.13,219.08016,357.0,137.91984,96.232364,145.357488,1,28
CMA-ES,20260607,38,cma_r38_004_tl11_dt22_ge19_qr17_tau84,11,22,19,0.17,0.84,136.92,83.64,10.00,1.00,10:1,132.08,219.08016,356.0,136.91984,83.64246,141.313916,1,26
CMA-ES,20260607,38,cma_r38_005_tl1_dt24_ge17_qr21_tau82,1,24,17,0.21,0.82,104.92,79.51,10.00,1.00,10:1,102.61,219.08016,324.0,104.91984,79.51243,145.449541,1,28
CMA-ES,20260607,38,cma_r38_006_tl5_dt24_ge11_qr21_tau83,5,24,11,0.21,0.83,170.92,82.01,10.00,1.00,10:1,162.84,219.08016,390.0,170.91984,82.005069,146.103245,1,37
CMA-ES,20260607,39,cma_r39_001_tl3_dt35_ge22_qr30_tau80,3,35,22,0.3,0.8,144.92,92.12,10.00,1.00,10:1,140.12,219.08016,364.0,144.91984,92.116046,137.349711,1,25
CMA-ES,20260607,39,cma_r39_002_tl5_dt28_ge17_qr25_tau82,5,28,17,0.25,0.82,92.92,90.22,10.00,1.00,10:1,92.67,219.08016,312.0,92.91984,90.224743,150.109626,1,29
CMA-ES,20260607,39,cma_r39_003_tl13_dt41_ge19_qr20_tau80,13,41,19,0.2,0.8,162.92,90.89,10.00,1.00,10:1,156.37,219.08016,382.0,162.91984,90.893303,139.154762,1,34
CMA-ES,20260607,39,cma_r39_004_tl21_dt31_ge22_qr22_tau81,21,31,22,0.22,0.81,144.92,88.14,10.00,1.00,10:1,139.76,219.08016,364.0,144.91984,88.144273,142.367925,1,25
CMA-ES,20260607,39,cma_r39_005_tl12_dt29_ge15_qr23_tau82,12,29,15,0.23,0.82,140.92,82.92,10.00,1.00,10:1,135.65,219.08016,360.0,140.91984,82.923973,143.69375,1,34
CMA-ES,20260607,39,cma_r39_006_tl4_dt44_ge20_qr23_tau81,4,44,20,0.23,0.81,127.92,96.21,10.00,1.00,10:1,125.04,219.08016,347.0,127.91984,96.206653,154.794805,1,31
CMA-ES,20260607,40,cma_r40_001_tl1_dt26_ge11_qr31_tau83,1,26,11,0.31,0.83,145.92,77.40,10.00,1.00,10:1,139.69,219.08016,365.0,145.91984,77.400116,145.263768,0,32
CMA-ES,20260607,40,cma_r40_002_tl22_dt37_ge31_qr25_tau81,22,37,31,0.25,0.81,137.92,90.24,10.00,1.00,10:1,133.59,219.08016,357.0,137.91984,90.240221,145.30814,1,25
CMA-ES,20260607,40,cma_r40_003_tl30_dt27_ge23_qr26_tau82,30,27,23,0.26,0.82,145.92,81.93,10.00,1.00,10:1,140.10,219.08016,365.0,145.91984,81.92585,144.8429,1,25
CMA-ES,20260607,40,cma_r40_004_tl20_dt37_ge27_qr40_tau80,20,37,27,0.4,0.8,113.92,80.47,10.00,1.00,10:1,110.88,219.08016,333.0,113.91984,80.468475,141.86217,0,29
CMA-ES,20260607,40,cma_r40_005_tl0_dt32_ge17_qr18_tau82,0,32,17,0.18,0.82,95.92,87.74,10.00,1.00,10:1,95.18,219.08016,315.0,95.91984,87.737829,146.089286,1,31
CMA-ES,20260607,40,cma_r40_006_tl0_dt32_ge14_qr24_tau82,0,32,14,0.24,0.82,144.92,81.41,10.00,1.00,10:1,139.15,219.08016,364.0,144.91984,81.410786,145.385075,1,36
CMA-ES,20260607,41,cma_r41_001_tl7_dt27_ge19_qr21_tau82,7,27,19,0.21,0.82,158.92,81.84,10.00,1.00,10:1,151.91,219.08016,378.0,158.91984,81.842923,145.482249,1,31
CMA-ES,20260607,41,cma_r41_002_tl21_dt27_ge24_qr17_tau82,21,27,24,0.17,0.82,138.92,84.35,10.00,1.00,10:1,133.96,219.08016,358.0,138.91984,84.348486,142.285714,1,26
CMA-ES,20260607,41,cma_r41_003_tl29_dt24_ge18_qr28_tau81,29,24,18,0.28,0.81,138.92,83.60,10.00,1.00,10:1,133.89,219.08016,358.0,138.91984,83.603669,140.996815,1,26
CMA-ES,20260607,41,cma_r41_004_tl2_dt30_ge19_qr21_tau80,2,30,19,0.21,0.8,94.92,88.68,10.00,1.00,10:1,94.35,219.08016,314.0,94.91984,88.683238,149.622024,1,29
CMA-ES,20260607,41,cma_r41_005_tl20_dt29_ge25_qr25_tau83,20,29,25,0.25,0.83,111.92,87.12,10.00,1.00,10:1,109.66,219.08016,331.0,111.91984,87.116293,135.469799,1,27
CMA-ES,20260607,41,cma_r41_006_tl22_dt34_ge28_qr22_tau82,22,34,28,0.22,0.82,91.92,87.88,10.00,1.00,10:1,91.55,219.08016,311.0,91.91984,87.877215,144.548485,1,20
CMA-ES,20260607,42,cma_r42_001_tl10_dt29_ge25_qr16_tau84,10,29,25,0.16,0.84,111.92,87.12,10.00,1.00,10:1,109.66,219.08016,331.0,111.91984,87.116293,135.469799,1,27
CMA-ES,20260607,42,cma_r42_002_tl18_dt34_ge28_qr18_tau82,18,34,28,0.18,0.82,91.92,87.88,10.00,1.00,10:1,91.55,219.08016,311.0,91.91984,87.877215,144.548485,1,20
CMA-ES,20260607,42,cma_r42_003_tl13_dt31_ge22_qr18_tau81,13,31,22,0.18,0.81,144.92,87.59,10.00,1.00,10:1,139.71,219.08016,364.0,144.91984,87.59176,140.028481,1,25
CMA-ES,20260607,42,cma_r42_004_tl13_dt35_ge18_qr21_tau81,13,35,18,0.21,0.81,186.92,87.66,10.00,1.00,10:1,177.90,219.08016,406.0,186.91984,87.657289,144.137143,1,35
CMA-ES,20260607,42,cma_r42_005_tl28_dt33_ge31_qr22_tau83,28,33,31,0.22,0.83,138.92,93.94,10.00,1.00,10:1,134.83,219.08016,358.0,138.91984,93.936836,152.827664,1,25
CMA-ES,20260607,42,cma_r42_006_tl24_dt39_ge30_qr13_tau83,24,39,30,0.13,0.83,108.92,91.85,10.00,1.00,10:1,107.37,219.08016,328.0,108.91984,91.846108,137.12012,1,27
CMA-ES,20260607,43,cma_r43_001_tl13_dt30_ge23_qr26_tau82,13,30,23,0.26,0.82,138.92,90.20,10.00,1.00,10:1,134.49,219.08016,358.0,138.91984,90.19958,150.568862,1,26
CMA-ES,20260607,43,cma_r43_002_tl25_dt44_ge33_qr15_tau83,25,44,33,0.15,0.83,159.92,90.65,10.00,1.00,10:1,153.62,219.08016,379.0,159.91984,90.646665,136.238806,1,28
CMA-ES,20260607,43,cma_r43_003_tl45_dt32_ge31_qr18_tau83,45,32,31,0.18,0.83,93.92,88.32,10.00,1.00,10:1,93.41,219.08016,313.0,93.91984,88.323733,135.417508,1,20
CMA-ES,20260607,43,cma_r43_004_tl7_dt35_ge22_qr20_tau84,7,35,22,0.2,0.84,144.92,92.12,10.00,1.00,10:1,140.12,219.08016,364.0,144.91984,92.116046,137.349711,1,25
CMA-ES,20260607,43,cma_r43_005_tl19_dt38_ge23_qr14_tau82,19,38,23,0.14,0.82,165.92,91.00,10.00,1.00,10:1,159.11,219.08016,385.0,165.91984,90.995609,136.224189,1,32
CMA-ES,20260607,43,cma_r43_006_tl9_dt29_ge24_qr19_tau84,9,29,24,0.19,0.84,166.92,89.01,10.00,1.00,10:1,159.84,219.08016,386.0,166.91984,89.014338,150.919771,1,31
CMA-ES,20260607,44,cma_r44_001_tl50_dt25_ge30_qr18_tau83,50,25,30,0.18,0.83,94.92,81.71,10.00,1.00,10:1,93.72,219.08016,314.0,94.91984,81.710543,147.763473,1,18
CMA-ES,20260607,44,cma_r44_002_tl35_dt32_ge29_qr15_tau83,35,32,29,0.15,0.83,92.92,89.49,10.00,1.00,10:1,92.61,219.08016,312.0,92.91984,89.488308,147.680597,1,20
CMA-ES,20260607,44,cma_r44_003_tl33_dt37_ge28_qr19_tau83,33,37,28,0.19,0.83,162.92,90.93,10.00,1.00,10:1,156.38,219.08016,382.0,162.91984,90.932813,145.217765,1,30
CMA-ES,20260607,44,cma_r44_004_tl33_dt36_ge25_qr27_tau83,33,36,25,0.27,0.83,208.92,83.98,10.00,1.00,10:1,197.56,219.08016,428.0,208.91984,83.976545,157.748252,1,32
CMA-ES,20260607,44,cma_r44_005_tl16_dt30_ge21_qr34_tau81,16,30,21,0.34,0.81,115.92,84.93,10.00,1.00,10:1,113.10,219.08016,335.0,115.91984,84.926207,147.657143,0,30
CMA-ES,20260607,44,cma_r44_006_tl45_dt28_ge31_qr14_tau83,45,28,31,0.14,0.83,90.92,92.59,10.00,1.00,10:1,91.07,219.08016,310.0,90.91984,92.590324,152.093995,1,19
CMA-ES,20260607,45,cma_r45_001_tl30_dt27_ge26_qr17_tau83,30,27,26,0.17,0.83,90.92,81.20,10.00,1.00,10:1,90.04,219.08016,310.0,90.91984,81.196931,139.630225,1,21
CMA-ES,20260607,45,cma_r45_002_tl56_dt27_ge34_qr14_tau83,56,27,34,0.14,0.83,95.92,82.03,10.00,1.00,10:1,94.66,219.08016,315.0,95.91984,82.031199,146.089506,1,19
CMA-ES,20260607,45,cma_r45_003_tl48_dt32_ge34_qr14_tau84,48,32,34,0.14,0.84,93.92,89.03,10.00,1.00,10:1,93.48,219.08016,313.0,93.91984,89.032555,145.14759,1,19
CMA-ES,20260607,45,cma_r45_004_tl33_dt30_ge29_qr20_tau83,33,30,29,0.2,0.83,145.92,89.28,10.00,1.00,10:1,140.77,219.08016,365.0,145.91984,89.277732,147.979042,1,23
CMA-ES,20260607,45,cma_r45_005_tl50_dt23_ge37_qr15_tau83,50,23,37,0.15,0.83,145.92,83.75,10.00,1.00,10:1,140.27,219.08016,365.0,145.91984,83.749924,146.174847,1,19
